"Metabolite","Log2FC_ TvN_Early","p.val_ TvN_Early","p.adj_ TvN_Early","Log2FC_ TvN_Late","p.val_ TvN_Late","p.adj_ TvN_Late","Log2FC_S1-S4","SUPER PATHWAY","SUB PATHWAY"
"serylvaline",0.442715019219216,0.881097760374791,0.919406358651956,0.817420008805917,0.0154158987104877,0.0220884518836838,0.374704989586701,"Peptide","Dipeptide"
"sorbitol",1.97675898183693,2.99922494483983e-05,8.07268022536327e-05,1.65225550849718,2.89951492863755e-07,7.32509034603172e-07,-0.324503473339744,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"sorbitol 6-phosphate",0.349559751546486,0.539412748610045,0.618927775297582,0.707733544240442,7.48178283501682e-07,1.82606225125834e-06,0.358173792693956,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"spermidine",0.827127529707209,4.38582333442508e-05,0.000114828829119493,0.759265795055898,2.85904283919456e-10,1.07634553946148e-09,-0.067861734651311,"Amino acid","Polyamine metabolism"
"spermine",1.79990556429946,0.0608730336765235,0.0919589343110472,-0.0793906386486045,0.000694465712801235,0.00117305645329476,-1.87929620294807,"Amino acid","Polyamine metabolism"
"sphinganine",0.850904241568081,0.0100585478798445,0.0180489831114967,1.35681227411631,1.99687693448395e-06,4.73333791877676e-06,0.505908032548233,"Lipid","Sphingolipid"
"sphingosine",0.934468126512251,0.000409259504337016,0.000906667209608158,1.63628872040324,7.41957597657272e-08,2.01588479363485e-07,0.701820593890988,"Lipid","Sphingolipid"
"squalene",-0.888361138765694,1.64016581232183e-08,6.79665833019695e-08,-0.613243469926082,0.00103057474599894,0.0017206117498417,0.275117668839612,"Lipid","Sterol/Steroid"
"stachydrine",0.34638394683149,0.114509448740563,0.159317493899914,0.409207843389185,0.109547381413038,0.138072848345536,0.0628238965576954,"Xenobiotics","Food component/Plant"
"stearate (18:0)",0.41872881229521,2.46772622377333e-06,7.36482023260849e-06,0.361093155532689,6.66912426184583e-06,1.48317203661127e-05,-0.0576356567625214,"Lipid","Long chain fatty acid"
"stearidonate (18:4n3)",0.91481401340466,0.00346328292519218,0.00673936136794155,1.06918694954017,0.000200833623021691,0.000361500521439043,0.15437293613551,"Lipid","Long chain fatty acid"
"stearoylcarnitine",0.0163193201658413,0.722044503702643,0.789590333598323,0.261235598513524,0.110691941740737,0.139210826294028,0.244916278347682,"Lipid","Carnitine metabolism"
"streptomycin",0,NA,NA,0.0058112480756487,0.561305677030452,0.615832514227696,0.0058112480756487,"Xenobiotics","Drug"
"succinate",0.564114751693555,0.582326685607746,0.660275926988311,1.28575665276138,4.6041913341155e-08,1.30000696492673e-07,0.721641901067826,"Energy","Krebs cycle"
"succinylcarnitine",-0.465346124682413,0.00429039474288254,0.00815599792706384,0.0626053683333388,0.236962802134911,0.280268119157513,0.527951493015752,"Energy","Krebs cycle"
"tartarate",-1.89648244966664,0.00452549437258648,0.00852963912354159,-2.7425797965235,8.61369094945699e-06,1.85130074137583e-05,-0.846097346856862,"Xenobiotics","Food component/Plant"
"taurine",-0.199583305440516,0.0873122109203756,0.124484736361724,0.316301422949804,0.0396734173755194,0.053769149195998,0.51588472839032,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"testosterone",0.271735094470751,0.04802856925856,0.0751751518829635,-0.156998342751416,0.649785441045604,0.700892161127842,-0.428733437222167,"Lipid","Sterol/Steroid"
"theobromine",-0.398624226765696,0.150578123712616,0.199845620411214,-0.312415790511142,0.111491924790955,0.139911435031787,0.086208436254554,"Xenobiotics","Xanthine metabolism"
"threitol",-1.62574599513777,1.49371674982608e-10,7.75117880990833e-10,-0.507997527038631,1.13839286556105e-10,4.52216752112528e-10,1.11774846809914,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"threonate",1.55487032944437,2.63824725390295e-05,7.20203989691044e-05,0.364419213797323,0.290354879030506,0.337186311132201,-1.19045111564704,"Cofactors and vitamins","Ascorbate and aldarate metabolism"
"threonine",-1.64749151434848,3.61022736192149e-13,2.84861775406408e-12,-1.22764686067999,3.45284896030295e-15,2.48605125141812e-14,0.419844653668485,"Amino acid","Glycine, serine and threonine metabolism"
"threonylglutamate",-0.207711980664043,0.00846149888108699,0.0153748370836155,0.334818559083333,0.692185343945472,0.736966281169302,0.542530539747376,"Peptide","Dipeptide"
"threonylleucine",1.28060251944875,0.100086432936155,0.140953020467543,1.82300208423185,2.12089127979144e-06,5.00669416868799e-06,0.542399564783099,"Peptide","Dipeptide"
"threonylmethionine",0.415845053656072,0.868602331680471,0.911320479140166,1.06542734485497,0.00707242626218469,0.0106641820079015,0.6495822911989,"Peptide","Dipeptide"
"threonylphenylalanine",2.25821660090072,0.000147198513427029,0.000354754576292755,2.57169555382531,3.15418344361181e-11,1.31652874168145e-10,0.313478952924587,"Peptide","Dipeptide"
"threonylvaline",0.830820510831851,0.206750887203037,0.267014598719617,0.806974731942734,0.0438341735596052,0.0591299390405916,-0.0238457788891164,"Peptide","Dipeptide"
"thymidine",-0.568010848235479,0.00132913277257918,0.00279408933213725,-0.344771328712834,0.0264071912880122,0.0368293999561622,0.223239519522645,"Nucleotide","Pyrimidine metabolism, thymine containing"
"thymine",-0.182584982911909,0.00938704097758374,0.0168966737596507,-0.3929034021321,0.788660022012405,0.827446580472032,-0.210318419220191,"Nucleotide","Pyrimidine metabolism, thymine containing"
"trans-4-hydroxyproline",-0.781438951146872,0.00299217959184576,0.00590238166062724,-0.13782893190377,0.00507924298461815,0.00782257743085575,0.643610019243102,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"trans-urocanate",-0.754563232192421,2.61871603144213e-07,9.19744167140651e-07,-1.13118429919536,1.50126406415299e-17,1.49091051888297e-16,-0.376621067002943,"Amino acid","Histidine metabolism"
"triethyleneglycol",-0.371804000221454,0.178598554051471,0.232743817044451,-0.0419155589695545,0.748471070366027,0.788152351975926,0.3298884412519,"Xenobiotics","Chemical"
"trigonelline (N'-methylnicotinate)",-1.60731817975767,3.60279922658811e-06,1.05340728655571e-05,-1.21605706004624,1.44739192247912e-08,4.48224595348374e-08,0.391261119711436,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"tryptophan",-1.97990899026367,1.76387514212628e-15,2.60510790221727e-14,-1.58716527278478,9.73842622876682e-20,1.27484852449311e-18,0.392743717478889,"Amino acid","Tryptophan metabolism"
"tryptophan betaine ",1.21441015904359,0.000458901747272454,0.00100888323064478,1.72036396644878,2.0620514643452e-08,6.20039233686693e-08,0.505953807405188,"Amino acid","Tryptophan metabolism"
"tryptophylasparagine",0.667688390401292,0.285814008244727,0.357112513555234,1.336182741226,9.54787816463212e-05,0.000177979864816443,0.668494350824703,"Peptide","Dipeptide"
"tryptophylglutamate",0.574153019811761,0.661436003404122,0.734079263893592,0.713521458472374,0.00013367273976643,0.00024520859269256,0.139368438660613,"Peptide","Dipeptide"
"tryptophylleucine",1.64671350882153,0.000292449546698562,0.000671119278479569,1.30005758642185,3.92639738557865e-05,7.77183812403197e-05,-0.346655922399675,"Peptide","Dipeptide"
"tyrosine",-1.21683257624737,1.61858427027156e-13,1.43431467642526e-12,-0.857962660084355,1.95688368674324e-15,1.46385065397936e-14,0.358869916163016,"Amino acid","Phenylalanine & tyrosine metabolism"
"tyrosylalanine",0.996868542850301,0.00124860246036565,0.00263441398230994,1.40103110093997,2.67836322606901e-10,1.01495869619457e-09,0.404162558089667,"Peptide","Dipeptide"
"tyrosylglutamine",0.928863991607929,0.000230495607915667,0.000539697033168391,1.10196522330316,7.75547116386368e-09,2.53815419908266e-08,0.17310123169523,"Peptide","Dipeptide"
"tyrosylglycine",0.442386373008604,0.094154068023589,0.133578185176323,0.493992864120851,3.9770220943897e-06,9.05440603307695e-06,0.0516064911122475,"Peptide","Dipeptide"
"tyrosylhistidine",0.82734491876242,0.00326641561057013,0.00638273219293385,0.889835115018361,0.00134321955373045,0.00221055560842497,0.0624901962559415,"Peptide","Dipeptide"
"tyrosylleucine",1.76081932266812,0.000367383177001826,0.000820686683283242,2.13575486868776,4.96968245345717e-11,2.03016815119953e-10,0.374935546019643,"Peptide","Dipeptide"
"tyrosyllysine",-0.090658371031538,0.371670241864154,0.448809348666148,1.11362185454459,0.457896529741942,0.509166797550885,1.20428022557613,"Peptide","Dipeptide"
"tyrosylphenylalanine",1.3093664565441,5.68392564551763e-05,0.000146813505462697,1.25139148776531,4.96645776969173e-08,1.39545350016704e-07,-0.0579749687787945,"Peptide","Dipeptide"
"tyrosyltyrosine",0.861152445854805,0.150277819356525,0.199845620411214,1.14474854001592,0.00674855033014537,0.0102293815530625,0.283596094161112,"Peptide","Dipeptide"
"tyrosylvaline",1.72701972553894,6.60508876649478e-07,2.14945261553728e-06,1.61687680027103,4.53550421547139e-10,1.68545188910421e-09,-0.110142925267905,"Peptide","Dipeptide"
"undecanedioate",0.463679398287394,0.00723043888760427,0.013348502561731,0.494927897521885,1.21703859355938e-05,2.54914265414618e-05,0.0312484992344911,"Lipid","Fatty acid, dicarboxylate"
"uracil",-0.835466444965335,4.24764683063071e-07,1.44771868310254e-06,-0.479420847147388,0.000469429976209231,0.000807139302377663,0.356045597817947,"Nucleotide","Pyrimidine metabolism, uracil containing"
"urate",-0.0867724698797501,0.153068437914071,0.202218853758039,-0.647454643232266,2.0738021473004e-08,6.20039233686693e-08,-0.560682173352515,"Nucleotide","Purine metabolism, urate metabolism"
"urea",-0.966035924009966,2.13330894710984e-05,5.87935862935536e-05,-0.933753634647335,3.85870729107568e-08,1.11046496669093e-07,0.0322822893626302,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"uridine",-0.37029603398184,0.000109794752202535,0.000270264005421625,-0.0164592825576349,0.609067311422836,0.659441299585627,0.353836751424205,"Nucleotide","Pyrimidine metabolism, uracil containing"
"uridine monophosphate (5' or 3')",1.48430792295312,6.10384471425031e-07,2.00903688880467e-06,1.48867190055564,1.2080834772131e-06,2.91153172750939e-06,0.00436397760252394,"Nucleotide","Pyrimidine metabolism, uracil containing"
"valerylcarnitine",-1.42822320681508,1.10589889978236e-12,7.67467188282698e-12,-0.530887301446375,9.98015649510509e-05,0.000185437746489695,0.897335905368708,"Lipid","Fatty acid metabolism"
"valine",-1.04566355512739,2.34324470618157e-12,1.4996766119562e-11,-0.781523420435369,4.79294993760382e-15,3.23772086294578e-14,0.264140134692016,"Amino acid","Valine, leucine and isoleucine metabolism"
"valylalanine",0.444937222484208,0.298248278755209,0.37103889538445,1.05548279214269,0.0263123273353845,0.0367861663717997,0.610545569658485,"Peptide","Dipeptide"
"valylarginine",0.896500041383683,0.0576208195222686,0.0878031535577426,0.743436035145262,0.000108792765792857,0.000201493997095453,-0.15306400623842,"Peptide","Dipeptide"
"valylasparagine",-0.0763288653470836,0.404387270295608,0.483251177780644,1.07618865334969,0.0169712529868719,0.0242566792070427,1.15251751869677,"Peptide","Dipeptide"
"valylaspartate",-0.0144237985028393,0.0523855503789476,0.0813317439845656,0.698727070299062,0.381652967507921,0.431043351538358,0.713150868801902,"Peptide","Dipeptide"
"valylglutamate",0.495538320734262,0.526283750949481,0.605068743606589,1.08025999814971,0.000169425181884376,0.00030785143459117,0.584721677415444,"Peptide","Dipeptide"
"valylglutamine",0.223911439122015,0.186433751749255,0.241860002269304,1.02449855219473,0.0475342538007883,0.0636737911378002,0.800587113072711,"Peptide","Dipeptide"
"valylglycine",-0.664112437884138,6.98171704465812e-07,2.2592522571478e-06,0.0367900555786268,0.413778840945906,0.464593786325227,0.700902493462765,"Peptide","Dipeptide"
"valylhistidine",-0.959215314153045,0.000127632572895953,0.000312835582927952,0.0569672999537119,0.280791713682875,0.328731762360439,1.01618261410676,"Peptide","Dipeptide"
"valylisoleucine",0.562278583186,0.566016663936487,0.64431936448106,1.31754161432739,0.0114347853241756,0.016716843519607,0.755263031141386,"Peptide","Dipeptide"
"valylleucine",1.28551945316225,0.0813977080071416,0.11913881858044,2.3820971122447,7.78185885812028e-06,1.70431585637919e-05,1.09657765908245,"Peptide","Dipeptide"
"valyllysine",-0.4862287579195,0.0179918770928756,0.0307516949717992,0.49676177789507,0.849162243995572,0.879707648455845,0.98299053581457,"Peptide","Dipeptide"
"valylmethionine",1.41267305389026,0.015062981218826,0.026212317770525,2.26164746891558,2.14201705619316e-08,6.35980321838794e-08,0.848974415025325,"Peptide","Dipeptide"
"valylphenylalanine",1.24811496428152,0.451178464610113,0.531449479786145,2.13054092404906,1.32424506298289e-05,2.73392529131952e-05,0.88242595976754,"Peptide","Dipeptide"
"valylserine",0.283127106325462,0.864030911462594,0.90983876600083,1.27130409996034,0.0120732296672596,0.0175610613341958,0.98817699363488,"Peptide","Dipeptide"
"valyltryptophan",1.36765423067557,0.0994117949242826,0.140676087862379,1.99872115422185,4.29710517364821e-06,9.7064022745936e-06,0.631066923546276,"Peptide","Dipeptide"
"valyltyrosine",1.18404564818629,0.481018146687547,0.5608632641539,1.87047434720033,8.37115527395547e-06,1.81270129240539e-05,0.68642869901404,"Peptide","Dipeptide"
"valylvaline",0.337829552946194,0.316571155705863,0.392139754164682,1.26439945850176,0.0208646698627026,0.0295283779875103,0.926569905555562,"Peptide","Dipeptide"
"vanillylmandelate (VMA)",-3.1117545913762,4.29652478394288e-17,1.23739913777555e-15,-3.31302437948551,5.98002256684969e-25,3.8272144427838e-23,-0.201269788109313,"Amino acid","Phenylalanine & tyrosine metabolism"
"venlafaxine",-0.0180505061375068,0.326189429199069,0.401463912860393,0.00607872741804021,0.323248218085019,0.369426534954307,0.024129233555547,"Xenobiotics","Drug"
"xanthine",-0.906404691780537,4.54308360001059e-14,4.36136025601017e-13,-0.421096120716691,2.2619560050862e-10,8.685911059531e-10,0.485308571063845,"Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing"
"xanthosine",-1.27154484333805,8.22267111362157e-11,4.3854245939315e-10,-0.704760735555787,4.17561160449457e-10,1.56178719752524e-09,0.566784107782261,"Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing"
"xylitol",-1.41032884198863,3.22876479609892e-11,1.75449860618205e-10,-0.587247820063886,2.85197282157612e-05,5.66460808699258e-05,0.823081021924746,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"xylonate",0.0293578735732118,0.871770558176968,0.912981530018061,-0.108865357311966,0.832006252376998,0.866610490721791,-0.138223230885178,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"xylose",-2.2169422149165,0.0385683822644834,0.0620975223008036,-2.20088289346189,2.90370437355598e-06,6.71700288822587e-06,0.0160593214546152,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"xylulose",0.584543363181385,0.00326893402242272,0.00638273219293385,0.905802297420643,1.84523013609557e-10,7.23028951286429e-10,0.321258934239258,"Carbohydrate","Nucleotide sugars, pentose metabolism"
