"Pathway","Comparison","Regulation_Grouping_2","fGSEA NES","fGSEA padj","fGSEA pval","fGSEA size","gene","Genes_in_Pathway","Percentage_of_Pathway_detected","In Threshold?"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TMDE",1.04636441750855,0.724657805990875,0.445943265225154,1,"SLC7A3",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TMDE",1.04636441750855,0.724657805990875,0.445943265225154,1,"AGXT2",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TMDE",1.04636441750855,0.724657805990875,0.445943265225154,1,"SLC1A5",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TMDE",1.04636441750855,0.724657805990875,0.445943265225154,1,"SLC7A10",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TMDE",1.04636441750855,0.724657805990875,0.445943265225154,1,"GPT2",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TMDE",1.04636441750855,0.724657805990875,0.445943265225154,1,"ASRGL1",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TMDE",1.04636441750855,0.724657805990875,0.445943265225154,1,"SLC1A3",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TMDE",1.04636441750855,0.724657805990875,0.445943265225154,1,"AGXT2L1",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TMDE",1.04636441750855,0.724657805990875,0.445943265225154,1,"SLC7A2",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TMDE",1.04636441750855,0.724657805990875,0.445943265225154,1,"SLC25A12",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC7A8",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"GOT1",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"AGXT",32,3.12,"NO"
