,cluster,motif,p-value,q-value,odds-ratio,count-genes-in-cluster,count-genes-bg,remainder-cluster,remainder-bg,tf-log2FC,tf-padj,tf-cluster,%-coverage,genes
83,MDS_TMDE,GATA2,0.0455852765536686,0.09568801294598904,24.66763848396501,1,7,98,16915,-0.2492984221004,2.03017931069884e-06,MDS_TMDE,1.0101010101010102,WT1
84,TMDS,GATA2,0.3205880870649411,0.3753619310860868,2.8888493053081583,1,7,802,16211,-0.2492984221004,2.03017931069884e-06,MDS_TMDE,0.12453300124533,ADH1A
85,TPDS,GATA2,0.2269242309327401,0.2953818201526729,4.376526818906001,1,7,538,16475,-0.2492984221004,2.03017931069884e-06,MDS_TMDE,0.1855287569573284,CTSH
86,TMDE,GATA2,0.1379577757645556,0.19842075156260158,7.6501831501831505,1,7,312,16701,-0.2492984221004,2.03017931069884e-06,MDS_TMDE,0.3194888178913738,TGFB2
87,TPDE,HIF1A,4.451427446506048e-08,7.408447107399351e-07,10.411246612466124,11,72,246,16692,0.666442473694808,5.29776789954805e-24,TMDE,4.280155642023346,"ETS1,PGK1,CDKN1A,CA9,ANGPT2,TLR2,PGAM1,ENO1,FLT1,ADM,SERPINE1"
88,TPDS_TMDE,HIF1A,0.4077410077660122,0.452398356235623,0.0,0,83,288,16650,0.666442473694808,5.29776789954805e-24,TMDE,0.0,
89,TMDS,HIF1A,0.1881526578390115,0.25788335816305524,0.2466090870385013,1,82,802,16136,0.666442473694808,5.29776789954805e-24,TMDE,0.12453300124533,TFF3
90,MDE_TMDS,HIF1A,0.0003012377827385,0.0012761527886921908,5.184062196307094,8,75,343,16595,0.666442473694808,5.29776789954805e-24,TMDE,2.2792022792022792,"BNIP3L,CP,NPM1,PFKFB4,IGFBP1,TIMP1,ABCA1,TF"
91,TPDS,HIF1A,0.116585573271671,0.18605779844040646,0.0,0,83,539,16399,0.666442473694808,5.29776789954805e-24,TMDE,0.0,
92,MDE,HIF1A,3.0931899462196143e-17,2.4023775248972338e-15,15.239310891419514,22,61,393,16545,0.666442473694808,5.29776789954805e-24,TMDE,5.301204819277109,"PFKP,LOX,FHL1,MET,NAMPT,BHLHE41,VEGFA,ALDOA,ITGB2,SLC2A1,NR3C1,MMP14,GAPDH,CXCR4,LGALS1,PKM,CDH13,CD36,ENO2,LDHA,HMOX1,HK2"
93,TPDE_TMDS,HIF1A,4.055161867907964e-07,5.24918175123642e-06,8.257416396979504,11,72,309,16629,0.666442473694808,5.29776789954805e-24,TMDE,3.4375000000000004,"TUBB3,PLAUR,COX4I2,BAX,CYGB,BIRC5,FOXM1,BNIP3,LEP,STC2,AURKA"
94,TMDE,HIF1A,0.0181144290332709,0.045383461986581934,3.477355977355977,5,78,308,16630,0.666442473694808,5.29776789954805e-24,TMDE,1.5974440894568689,"GYS1,TGFB3,BHLHE40,EDNRB,TFRC"
95,TPDS_TMDE,HNF1A,0.0007142721590607,0.0025603909701714324,22.01710526315789,3,8,285,16725,-0.205147706614838,1.83724031953321e-05,None,1.0416666666666663,"APOH,ALB,UGT1A1"
96,TMDS,HNF1A,0.4122347283256487,0.4552165483406453,2.0221945137157107,1,10,802,16208,-0.205147706614838,1.83724031953321e-05,None,0.12453300124533,SLC2A2
97,TPDS,HNF1A,1.2307469054008066e-05,8.193257970239655e-05,25.720973782771537,5,6,534,16476,-0.205147706614838,1.83724031953321e-05,None,0.927643784786642,"MTTP,HNF4A,UGT2B7,UGT1A9,G6PC"
98,MDS_TMDE,HNF4A,0.0011790055671581,0.004100123838027422,16.02462121212121,3,33,96,16889,-0.531437198976817,8.78325240569164e-26,TPDS,3.0303030303030303,"PROZ,SHBG,APOA1"
99,TPDS_TMDE,HNF4A,0.0003258276670746,0.0013318920426031893,9.536646529123448,5,31,283,16702,-0.531437198976817,8.78325240569164e-26,TPDS,1.7361111111111112,"SERPINC1,APOC3,CEACAM1,PCSK9,LDLR"
100,MDS,HNF4A,0.0311143368336735,0.07107490668868555,7.701778385772914,2,34,129,16856,-0.531437198976817,8.78325240569164e-26,TPDS,1.5267175572519085,"PCK1,PKLR"
101,TMDS,HNF4A,0.0257068187351165,0.05930384916120936,3.277952946883337,5,31,798,16187,-0.531437198976817,8.78325240569164e-26,TPDS,0.62266500622665,"SLC2A2,ABCC2,ACOT13,CYP27A1,EPHX1"
102,TPDS,HNF4A,1.6967460779055316e-12,5.647740516456984e-11,19.978181818181817,14,22,525,16460,-0.531437198976817,8.78325240569164e-26,TPDS,2.5974025974025974,"ALDOB,MME,ALDH6A1,EPHX2,SLC22A6,EFHD1,ANK3,CYP8B1,EBP,UGT2B7,UGT1A9,BPHL,PCK2,G6PC"
103,TPDE,IRF1,4.501392207608072e-05,0.0002439126475285304,26.50434782608696,4,10,253,16754,0.378570602762277,8.63331708031633e-08,MDE_TMDS,1.556420233463035,"HLA-G,IFIT3,CYBB,HLA-A"
104,MDE,IRF1,0.0042798452880204,0.013850054890399349,10.992497793468669,3,11,412,16595,0.378570602762277,8.63331708031633e-08,MDE_TMDS,0.7228915662650602,"PSMB9,TAP2,CD40"
105,TPDE_TMDS,IRF1,0.2332599917671406,0.29862405539419645,4.02724861345551,1,13,319,16688,0.378570602762277,8.63331708031633e-08,MDE_TMDS,0.3125,CXCL10
106,TMDE,IRF1,0.2287503104375431,0.2961045685108197,4.119329388560158,1,13,312,16695,0.378570602762277,8.63331708031633e-08,MDE_TMDS,0.3194888178913738,DDX58
107,TPDE,JUN,3.0960830571640534e-08,5.992720951293904e-07,20.715477293790546,8,26,249,16738,0.396769289150696,9.802147610466829e-22,None,3.11284046692607,"TFPI2,MMP9,ETS1,TGFB1,ITGAX,SERPINE1,RUNX2,GJA1"
108,TMDS,JUN,0.6739347767988613,0.6827252304092812,1.2654494382022472,2,32,801,16186,0.396769289150696,9.802147610466829e-22,None,0.24906600249066,"CTSL,TIMP2"
109,MDE_TMDS,JUN,0.0323196321183578,0.0724084065728593,4.635706340378198,3,31,348,16639,0.396769289150696,9.802147610466829e-22,None,0.8547008547008548,"MYB,CXCL8,BRCA1"
110,TPDS,JUN,0.6272894293103464,0.6434567202548461,0.0,0,34,539,16448,0.396769289150696,9.802147610466829e-22,None,0.0,
111,MDE,JUN,2.702669822547748e-10,5.72474607866932e-09,19.65841584158416,11,23,404,16583,0.396769289150696,9.802147610466829e-22,None,2.6506024096385543,"SPI1,ICAM1,CYP2J2,EGFR,NR3C1,VIM,FAS,VCAM1,CSTA,CCND1,CD44"
112,TPDE_TMDS,JUN,0.1332639739653619,0.1976117831641737,3.282429245283019,2,32,318,16669,0.396769289150696,9.802147610466829e-22,None,0.625,"RHOB,PLAUR"
113,TMDE,JUN,0.1285670410458248,0.19465180495262965,3.357717041800643,2,32,311,16676,0.396769289150696,9.802147610466829e-22,None,0.6389776357827476,"RELB,NFKB2"
114,TPDE,JUND,0.0872300186499816,0.15397419958670994,13.096875,1,5,256,16759,0.27427078479431,5.88921699334552e-14,None,0.3891050583657587,TGFB1
115,MDE_TMDS,JUND,0.1175070886766471,0.18625273239223655,9.525714285714283,1,5,350,16665,0.27427078479431,5.88921699334552e-14,None,0.2849002849002849,MYB
116,MDE,JUND,0.1376385503530335,0.19842075156260158,8.022222222222222,1,5,414,16601,0.27427078479431,5.88921699334552e-14,None,0.2409638554216867,CSTA
117,TPDE_TMDS,JUND,0.0050253167199341,0.016039709530748566,26.25943396226415,2,4,318,16697,0.27427078479431,5.88921699334552e-14,None,0.625,"CLU,PLAUR"
118,TPDE_TMDS,KMT2A,0.0372460758162328,0.08035495986279854,52.35423197492163,1,1,319,16700,0.12571498733917,4.95032719741866e-08,None,0.3125,FOXC2
119,TPDS,LEF1,0.2016535753728365,0.2684873317821195,5.105947955390334,1,6,538,16476,0.124659212797745,4.5569462840966e-05,MDE_TMDS,0.1855287569573284,DSP
120,MDE,LEF1,0.1586569330160682,0.2240428205620842,6.685185185185185,1,6,414,16600,0.124659212797745,4.5569462840966e-05,MDE_TMDS,0.2409638554216867,CCND1
121,TPDE_TMDS,LEF1,0.1243872150505503,0.19193523911773655,8.725705329153605,1,6,319,16695,0.124659212797745,4.5569462840966e-05,MDE_TMDS,0.3125,BIRC5
122,TPDE,NFKB1,7.139814188602686e-06,5.54525568648142e-05,9.12885440065346,8,59,249,16705,0.41201359702745,4.4557823458812796e-48,None,3.11284046692607,"TNFAIP3,TFPI2,MMP9,CD74,TLR2,BIRC3,SERPINE1,F8"
123,TPDS_TMDE,NFKB1,0.6316074852454094,0.6434567202548461,0.0,0,67,288,16666,0.41201359702745,4.4557823458812796e-48,None,0.0,
124,TMDS,NFKB1,0.3768459879446479,0.42831763507855103,0.306393108138744,1,66,802,16152,0.41201359702745,4.4557823458812796e-48,None,0.12453300124533,TFF3
125,MDE_TMDS,NFKB1,1.036932496413072e-06,1.0982057802920263e-05,8.576426403251531,10,57,341,16613,0.41201359702745,4.4557823458812796e-48,None,2.849002849002849,"PTAFR,IRF1,CXCL8,MYB,CD86,IL1RN,BCL2,EBI3,IRF7,BRCA1"
126,TPDS,NFKB1,0.2770980584387837,0.336270039667899,0.0,0,67,539,16415,0.41201359702745,4.4557823458812796e-48,None,0.0,
127,MDE,NFKB1,4.036427676079362e-12,1.1756095606581143e-10,13.056956115779643,16,51,399,16555,0.41201359702745,4.4557823458812796e-48,None,3.855421686746989,"ICAM1,HLA-F,VIM,MMP14,VCAM1,ALOX5AP,VEGFA,FAS,B2M,TNFRSF10B,VWF,CCND1,HMOX1,CD40,EGFR,SOD2"
128,TPDE_TMDS,NFKB1,3.471179927781213e-05,0.0001972646154080543,7.258148631029987,8,59,312,16642,0.41201359702745,4.4557823458812796e-48,None,2.5,"PLAUR,IRF4,CXCL5,BIRC5,CXCL10,SAA2,CRP,BRCA2"
129,TMDE,NFKB1,0.0344179395121701,0.07565452741826069,3.4330918991113166,4,63,309,16645,0.41201359702745,4.4557823458812796e-48,None,1.2779552715654952,"HIF1A,SERPINB1,A2M,JUNB"
130,TPDS_TMDE,NR2F2,0.016920274954468,0.04380471182656716,inf,1,0,287,16733,-0.638250866594751,1.12612798864757e-43,TMDS,0.3472222222222222,APOC3
131,MDS,NR3C1,0.0153330672800732,0.040597780412011994,129.92307692307693,1,1,130,16889,0.500808773822367,1.14179479521136e-47,MDE,0.7633587786259541,ATP1B1
132,MDS_TMDE,PAX8,0.0001000768537901,0.0005221264236254533,348.9072164948454,2,1,97,16921,-0.372154662591395,7.500873686614528e-28,MDS_TMDE,2.0202020202020203,"GATA3,WT1"
133,MDE,POU2F1,1.1494080767087648e-05,8.11551763251946e-05,53.87185725871857,4,3,411,16603,0.143195695792881,3.44946556050161e-14,None,0.9638554216867472,"SPI1,VWF,CCND1,HLA-DRA"
134,TPDE,RARA,0.0001799854669967,0.0008736794543798146,39.6,3,5,254,16759,0.574999243677336,5.38152239087969e-33,TMDE,1.1673151750972763,"CDKN1A,SCD,ETS1"
135,MDS,RARA,0.059925738149536,0.11964804600446068,18.56043956043956,1,7,130,16883,0.574999243677336,5.38152239087969e-33,TMDE,0.7633587786259541,MACROD1
136,MDE,RARA,0.1791618292339641,0.24996830066774628,5.73015873015873,1,7,414,16599,0.574999243677336,5.38152239087969e-33,TMDE,0.2409638554216867,ICAM1
137,TPDE_TMDS,RARA,0.1408422356744534,0.20132663136286894,7.479175996417376,1,7,319,16694,0.574999243677336,5.38152239087969e-33,TMDE,0.3125,TNFAIP2
138,TPDE,REL,0.0022029973810093,0.007548505731987748,43.82745098039216,2,3,255,16761,0.298472584202324,3.36382068027235e-27,None,0.7782101167315175,"TNFAIP3,BIRC3"
139,MDE,REL,0.1160937907597826,0.18605779844040646,10.02777777777778,1,4,414,16602,0.298472584202324,3.36382068027235e-27,None,0.2409638554216867,ICAM1
140,TPDE_TMDS,REL,0.0905226042198323,0.15508652046485974,13.088557993730408,1,4,319,16697,0.298472584202324,3.36382068027235e-27,None,0.3125,CRP
141,TPDE,RELA,0.0002306526950319,0.001053766234165347,7.706405148636224,6,52,251,16712,0.234476733788805,9.72608286814096e-39,None,2.3346303501945527,"TNFAIP3,MMP9,CD74,CDKN1A,BIRC3,SERPINE1"
142,TMDS,RELA,0.1150561731398329,0.18605779844040646,0.0,0,58,803,16160,0.234476733788805,9.72608286814096e-39,None,0.0,
143,MDE_TMDS,RELA,2.3071243457329112e-05,0.00013783589039891494,7.776093294460641,8,50,343,16620,0.234476733788805,9.72608286814096e-39,None,2.2792022792022792,"NCAM1,IRF1,CXCL8,CCL20,CD86,BCL2,EBI3,IRF7"
144,MDE,RELA,1.191946443311042e-06,1.110894085165891e-05,8.542181069958847,10,48,405,16558,0.234476733788805,9.72608286814096e-39,None,2.409638554216868,"ICAM1,MMP14,VCAM1,VEGFA,TNFRSF10B,CXCR4,CCND1,CD40,EGFR,SOD2"
145,TPDE_TMDS,RELA,0.0001008398672238,0.0005221264236254533,7.323623379064085,7,51,313,16650,0.234476733788805,9.72608286814096e-39,None,2.1875,"PLAUR,IRF4,CXCL5,BIRC5,CXCL10,SAA2,BRCA2"
146,TMDE,RELA,0.0902511530123162,0.15508652046485974,2.939824046920821,3,55,310,16653,0.234476733788805,9.72608286814096e-39,None,0.9584664536741214,"HIF1A,NFKB2,EPAS1"
147,TPDE,RUNX1,0.0135497123707866,0.03671026723713113,13.148235294117647,2,10,255,16754,0.747238027088576,2.47658348550392e-42,MDE,0.7782101167315175,"ITGAX,PRKCB"
148,MDE,RUNX1,1.6503295144334546e-07,2.403292355393718e-06,40.60146699266504,6,6,409,16600,0.747238027088576,2.47658348550392e-42,MDE,1.4457831325301205,"LGALS3,CSF1R,SPI1,FYB1,LCP2,ITGB2"
149,TMDE,RUNX1,0.1996051758035071,0.2672873905874549,4.868298368298368,1,11,312,16697,0.747238027088576,2.47658348550392e-42,MDE,0.3194888178913738,PIK3CD
150,TMDS,RXRA,0.1349514893944447,0.1976117831641737,10.110972568578552,1,2,802,16216,-0.172508279995205,5.790518774738781e-23,None,0.12453300124533,CPT1B
151,MDE,RXRA,0.0713719486771171,0.13443701916406964,20.05555555555556,1,2,414,16604,-0.172508279995205,5.790518774738781e-23,None,0.2409638554216867,ABCC3
152,TPDE,SMAD3,4.501392207608072e-05,0.0002439126475285304,26.50434782608696,4,10,253,16754,0.075823141555797,0.0016646813909172,None,1.556420233463035,"CDKN1A,MMP9,SERPINE1,COL3A1"
153,MDE_TMDS,SMAD3,0.032722680391084,0.07261318601069117,7.960840496657116,2,12,349,16658,0.075823141555797,0.0016646813909172,None,0.5698005698005698,"TIMP1,COL6A3"
154,TPDS,SMAD3,0.3625830270557408,0.41616672563540696,2.356591364026308,1,13,538,16469,0.075823141555797,0.0016646813909172,None,0.1855287569573284,CYP17A1
155,MDE,SMAD3,0.0002865089179252,0.0012362329236402147,16.16155717761557,4,10,411,16596,0.075823141555797,0.0016646813909172,None,0.9638554216867472,"COL1A1,AHR,VEGFA,MET"
156,TPDE_TMDS,SMAD3,0.2332599917671406,0.29862405539419645,4.02724861345551,1,13,319,16688,0.075823141555797,0.0016646813909172,None,0.3125,FSTL3
157,TPDS_TMDE,SMAD4,0.081777168009906,0.14886000114303202,14.575783972125436,1,4,287,16729,-0.0905830564545149,1.25916713262683e-06,None,0.3472222222222222,APOC3
158,TPDE,SOX9,0.0006744333459441,0.00245976475785943,131.48235294117646,2,1,255,16763,0.215900505813257,3.87738225808596e-10,None,0.7782101167315175,"HAPLN1,CDKN1A"
159,TPDE,SP1,1.1116553369167582e-10,2.5901569350160467e-09,10.823863636363637,15,96,242,16668,0.177580053937431,8.76285682240321e-11,None,5.836575875486381,"TFPI2,MMP9,CDKN2C,TPI1,CDKN1A,TGFB1,ITGA5,COL1A2,ACAN,HLA-G,ALOX5,CA9,SERPINE1,ITGAX,GJA1"
160,TPDS_TMDE,SP1,0.2686717294708515,0.32850399347888815,0.0,0,111,288,16622,0.177580053937431,8.76285682240321e-11,None,0.0,
161,TMDS,SP1,0.8206536335205534,0.8206536335205534,0.7587989659972162,4,107,799,16111,0.177580053937431,8.76285682240321e-11,None,0.49813200498132,"KRT19,UNG,CTSL,TIMP2"
162,MDE_TMDS,SP1,1.7475371207962255e-05,0.00011004760787716772,5.393235294117647,11,100,340,16570,0.177580053937431,8.76285682240321e-11,None,3.133903133903134,"KRT5,MPG,CD28,IGFBP1,ATM,TIMP1,SPN,CD14,BCL2,IFNGR1,BRCA1"
163,TPDS,SP1,0.0523537415615059,0.10700369985816556,0.0,0,111,539,16371,0.177580053937431,8.76285682240321e-11,None,0.0,
164,MDE,SP1,2.2805038157613296e-13,1.0627147781447796e-11,9.834348561759729,21,90,394,16516,0.177580053937431,8.76285682240321e-11,None,5.0602409638554215,"TNFRSF10B,CCND1,MET,FN1,CD163,VEGFA,CAV1,ALDOA,ADA,SPI1,NR3C1,FAS,MMP14,CD44,ABCC3,MNDA,VIM,BTK,CDK1,LDHA,IGFBP3"
165,TPDE_TMDS,SP1,1.1170875255810356e-06,1.110894085165891e-05,6.572609208972845,12,99,308,16602,0.177580053937431,8.76285682240321e-11,None,3.75,"PLAUR,CD99,ALOX15B,FES,KIF2C,BIRC5,CXCL5,BAX,ATP1A3,CDKN2A,LEP,ADGRE5"
166,TMDE,SP1,0.0162515960985873,0.042546313381694845,3.109911586784551,6,105,307,16603,0.177580053937431,8.76285682240321e-11,None,1.9169329073482428,"HSPB1,DCK,EDNRB,NFKB2,RARA,COL2A1"
167,TPDE,SP3,0.0620935360632443,0.12157810002299095,5.259294117647059,2,25,255,16739,0.116644919093851,6.68528114306117e-05,None,0.7782101167315175,"CA9,CDKN1A"
168,TMDS,SP3,0.3655685079691964,0.4175365801805037,1.6197752808988763,2,25,801,16193,0.116644919093851,6.68528114306117e-05,None,0.24906600249066,"CTSL,TIMP2"
169,MDE_TMDS,SP3,0.0002001607888762,0.0009327492761630919,10.949816079873884,5,22,346,16648,0.116644919093851,6.68528114306117e-05,None,1.4245014245014245,"IGFBP1,SLC1A3,TIMP1,F2,CD14"
170,MDE,SP3,0.0004333956204493,0.0017410548200808085,9.20509977827051,5,22,410,16584,0.116644919093851,6.68528114306117e-05,None,1.2048192771084338,"COL1A1,VEGFA,BTK,CCND1,IGFBP3"
171,TPDE_TMDS,SP3,0.0001300060825688,0.0006444982391176681,12.04978354978355,5,22,315,16679,0.116644919093851,6.68528114306117e-05,None,1.5625,"PLAUR,KDR,DNASE2,ADGRE5,CDKN2A"
172,TMDE,SP3,0.3939181748921369,0.443395820047671,2.059664694280079,1,26,312,16682,0.116644919093851,6.68528114306117e-05,None,0.3194888178913738,COL2A1
173,TPDE,SPI1,2.3670490985444617e-06,2.0426757035587393e-05,10.772048192771084,8,50,249,16714,0.794701679252066,2.0192234092780999e-50,MDE,3.11284046692607,"HCK,APBB1IP,NCF1,ERAP2,IFIT3,ITGAM,CYBB,FCGR1A"
174,MDS,SPI1,0.3606894032728754,0.41604272753752464,2.279352226720648,1,57,130,16833,0.794701679252066,2.0192234092780999e-50,MDE,0.7633587786259541,MACROD1
175,TMDS,SPI1,0.5261425543013536,0.5597772381379698,0.3547709673185457,1,57,802,16161,0.794701679252066,2.0192234092780999e-50,MDE,0.12453300124533,RNASE2
176,MDE_TMDS,SPI1,2.3071243457329112e-05,0.00013783589039891494,7.776093294460641,8,50,343,16620,0.794701679252066,2.0192234092780999e-50,MDE,2.2792022792022792,"CD22,CD33,MYB,CD86,CTSE,CD14,PPBP,LY96"
177,TPDS,SPI1,0.265397360452393,0.32850399347888815,0.0,0,58,539,16424,0.794701679252066,2.0192234092780999e-50,MDE,0.0,
