epoch,loss,val_loss
0,0.3940880596637726,0.3075881004333496
1,0.29829445481300354,0.29341959953308105
2,0.2785458266735077,0.26989030838012695
3,0.2610486149787903,0.25626033544540405
4,0.2512322664260864,0.24901333451271057
5,0.24474740028381348,0.24443703889846802
6,0.24097758531570435,0.24144646525382996
7,0.23773738741874695,0.23891572654247284
8,0.2361524999141693,0.23671449720859528
9,0.23514747619628906,0.23674079775810242
10,0.2333817481994629,0.23461903631687164
11,0.23269528150558472,0.23406633734703064
12,0.2327844500541687,0.23283424973487854
13,0.23202389478683472,0.23294232785701752
14,0.23112855851650238,0.23301388323307037
15,0.23112165927886963,0.23248465359210968
16,0.2306368201971054,0.23130373656749725
17,0.22985629737377167,0.23169304430484772
18,0.22952774167060852,0.2309064120054245
19,0.2289433777332306,0.23136559128761292
20,0.22900421917438507,0.23062656819820404
21,0.22954382002353668,0.2300080507993698
22,0.22867386043071747,0.23009061813354492
23,0.22910510003566742,0.2294464260339737
24,0.22807082533836365,0.2289886325597763
25,0.22835807502269745,0.22962205111980438
26,0.22743670642375946,0.2294602245092392
27,0.22768963873386383,0.2288532853126526
28,0.22745023667812347,0.228397935628891
29,0.22736890614032745,0.2289196401834488
30,0.22758203744888306,0.22828717529773712
31,0.22706513106822968,0.22760671377182007
32,0.22683778405189514,0.2275562733411789
33,0.22687457501888275,0.22759908437728882
34,0.2271045297384262,0.227591410279274
35,0.2266293466091156,0.2278578132390976
36,0.2261425107717514,0.22744521498680115
37,0.22609040141105652,0.22738994657993317
38,0.22614961862564087,0.22841377556324005
39,0.2268548309803009,0.2272186130285263
40,0.22559025883674622,0.22709102928638458
41,0.22515511512756348,0.22694414854049683
42,0.22546425461769104,0.22673733532428741
43,0.22570711374282837,0.22632670402526855
44,0.22541818022727966,0.22561602294445038
