epoch,loss,val_loss
0,0.23728707432746887,0.18972663581371307
1,0.18707996606826782,0.1806982159614563
2,0.18072782456874847,0.17670287191867828
3,0.17720359563827515,0.1749344766139984
4,0.17571578919887543,0.1726667732000351
5,0.17434152960777283,0.17155130207538605
6,0.1733931303024292,0.17115870118141174
7,0.1724122017621994,0.16993586719036102
8,0.17230762541294098,0.16915984451770782
9,0.1714620292186737,0.16961941123008728
10,0.17102210223674774,0.16849413514137268
11,0.17079544067382812,0.1686568707227707
12,0.17049267888069153,0.1686100959777832
13,0.169907346367836,0.1687748283147812
14,0.16985778510570526,0.16872669756412506
15,0.16967567801475525,0.16811808943748474
16,0.16902241110801697,0.16814124584197998
17,0.16878974437713623,0.16724887490272522
18,0.1691822111606598,0.16699160635471344
19,0.16895774006843567,0.16776779294013977
20,0.16911694407463074,0.16741570830345154
