epoch,loss,val_loss
0,0.3892865777015686,0.31080499291419983
1,0.25053656101226807,0.2099609225988388
2,0.21063846349716187,0.20215842127799988
3,0.20471572875976562,0.19720397889614105
4,0.20217064023017883,0.1961091011762619
5,0.19934794306755066,0.1950606107711792
6,0.19869551062583923,0.19739355146884918
7,0.1989891678094864,0.19479253888130188
8,0.1978839784860611,0.19420549273490906
9,0.1975174844264984,0.19484350085258484
10,0.19794565439224243,0.1928783506155014
11,0.19755050539970398,0.19371943175792694
12,0.19815529882907867,0.1941840946674347
