epoch,loss,val_loss
0,0.5071854591369629,0.416708379983902
1,0.41494473814964294,0.40667417645454407
2,0.4094929099082947,0.4040723145008087
3,0.40631699562072754,0.40190234780311584
4,0.40439245104789734,0.3997533619403839
5,0.4034079313278198,0.3985278010368347
6,0.4022551476955414,0.3975333869457245
7,0.4016342759132385,0.39713114500045776
8,0.4007938504219055,0.39671626687049866
9,0.40066415071487427,0.396447092294693
10,0.4003030061721802,0.3953171968460083
11,0.3998147249221802,0.39512309432029724
12,0.39898645877838135,0.39462077617645264
13,0.3995886445045471,0.3948880434036255
14,0.3987559676170349,0.3949452042579651
15,0.39866164326667786,0.39420947432518005
16,0.3987467288970947,0.3940270245075226
17,0.3987082839012146,0.39425036311149597
18,0.3983001112937927,0.393425852060318
19,0.3984069526195526,0.3941440284252167
20,0.39823824167251587,0.3935980498790741
21,0.39750468730926514,0.39326605200767517
22,0.39769017696380615,0.3932569921016693
23,0.39786648750305176,0.3933373689651489
24,0.397536039352417,0.3935263454914093
