epoch,loss,val_loss
0,0.8688588738441467,0.7317550778388977
1,0.6833080649375916,0.6318143606185913
2,0.62750643491745,0.6124488711357117
3,0.615265965461731,0.6017614006996155
4,0.6050384044647217,0.5937491059303284
5,0.6018847823143005,0.592637836933136
6,0.5985034108161926,0.5875591039657593
7,0.5973191857337952,0.588467538356781
8,0.5951085686683655,0.5861489176750183
9,0.594391405582428,0.5864944458007812
10,0.5941499471664429,0.5839939117431641
11,0.5927008390426636,0.5840024948120117
12,0.5926899909973145,0.5825955867767334
13,0.59293133020401,0.5829002857208252
14,0.5916371941566467,0.5841478705406189
15,0.5918204188346863,0.5822780728340149
16,0.5911255478858948,0.5828139781951904
17,0.5919138789176941,0.582592785358429
18,0.5911561846733093,0.5821397304534912
19,0.5911151170730591,0.5822554230690002
20,0.5921115875244141,0.5810778141021729
21,0.5908176898956299,0.5820196270942688
22,0.5898060202598572,0.5816802978515625
23,0.5904344916343689,0.5813699960708618
24,0.5902273058891296,0.5807086229324341
25,0.5905658602714539,0.5811248421669006
