"Pathway","Comparison","Regulation_Grouping_2","fGSEA NES","fGSEA padj","fGSEA pval","fGSEA size","gene","Genes_in_Pathway","Percentage_of_Pathway_detected","In Threshold?"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC7A3",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC1A5",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC38A1",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"ASRGL1",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"ASNS",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC25A12",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"AGXT2",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"GOT1",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"GPT2",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"GPT",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC25A13",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC1A2",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"ASPA",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC38A5",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"GOT2",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"ACY3",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC7A2",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"DDO",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"AGXT2L1",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC1A6",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC1A4",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC36A1",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"AGXT",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC1A1",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC7A10",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","MDE&TMDS",0.95863942719199,0.968238114262884,0.553421592392318,4,"SLC6A14",32,12.5,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","TMDE",0.756078880086256,0.962773291313768,0.871577703368131,1,"SLC38A2",32,3.12,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","TMDE",0.756078880086256,0.962773291313768,0.871577703368131,1,"SLC1A3",32,3.12,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","TMDE",0.756078880086256,0.962773291313768,0.871577703368131,1,"SLC7A8",32,3.12,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","TMDE",0.756078880086256,0.962773291313768,0.871577703368131,1,"SLC38A4",32,3.12,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","TMDE",0.756078880086256,0.962773291313768,0.871577703368131,1,"SLC38A3",32,3.12,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","TMDE",0.756078880086256,0.962773291313768,0.871577703368131,1,"SLC1A7",32,3.12,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","TMDE",0.756078880086256,0.962773291313768,0.871577703368131,1,"SLC7A3",32,3.12,"NO"
"Alanine and Aspartate Metabolism","PBRM1-BAP1","TMDE",0.756078880086256,0.962773291313768,0.871577703368131,1,"SLC1A5",32,3.12,"NO"
