ensembl_gene_id,logFC_rna,padj_rna,logFC_meth,padj_meth,CpG_Beta_diff,external_gene_name,entrezgene_id,hgnc_symbol,logFC_protein,padj_protein,Regulation_Grouping_1,Regulation_Grouping_2,Regulation_Grouping_3
ENSG00000114302,-0.573074378999457,2.23495798751987e-53,-0.388346653508294,4.09485747655501e-06,-0.0590810536599882,PRKAR2A,5576.0,PRKAR2A,-0.393402897039434,4.1957588264836204e-60,None,None,None
ENSG00000114315,-0.0925906938423089,0.434190805550432,0.796266418021812,4.30844376547763e-21,0.0807242891068042,HES1,3280.0,HES1,-0.569986058095458,2.8891562166251103e-15,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000114316,-0.214049633373626,7.82338043254308e-08,1.15712212332276,9.09542418713798e-35,0.0435844762507559,USP4,7375.0,USP4,-0.244531954932282,1.04663227003792e-41,None,None,None
ENSG00000114331,0.600748739178773,1.15209023393436e-68,0.0,1.0,0.0,ACAP2,23527.0,ACAP2,0.240667270093013,7.12718454418853e-36,None,None,None
ENSG00000114346,1.12714168448831,1.66311468840348e-33,1.07530602668973,7.28478862420742e-18,0.1440150683325889,ECT2,1894.0,ECT2,0.282810958878001,7.70010917938481e-31,TPDE_TMDS_M-pos_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000114353,0.955322234763283,8.85394054116319e-89,-2.25155290147222,5.00461117746957e-73,-0.3220661764820636,GNAI2,2771.0,GNAI2,0.265924822357423,1.15895751894231e-34,None,None,None
ENSG00000114378,-1.51790154634553,8.639493790973499e-63,1.78483069745746,9.947782934998539e-33,0.2576861815546977,HYAL1,3373.0,HYAL1,-0.701762686272474,7.057049248201359e-30,MDS_M-pos_R-neg_P-neg,MDS,MDS
ENSG00000114383,-0.732867012299596,2.71394098198315e-90,0.0,1.0,0.0,TUSC2,11334.0,TUSC2,-0.536745471652884,7.1776030597488e-40,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000114388,-0.302784256697349,9.48299937131579e-15,0.0,1.0,0.0,NPRL2,10641.0,NPRL2,-0.139240725158817,6.78381703025118e-10,None,None,None
ENSG00000114391,0.705504196150387,2.15206553988861e-28,0.0,1.0,0.0,RPL24,6152.0,RPL24,0.562735550761117,3.51802548628467e-29,TMDE_M--_R--_P-pos,TMDE,TMDE
ENSG00000114423,0.659553490079046,9.06045470967093e-50,-1.96974891741962,2.28925094655979e-64,-0.2947168013433076,CBLB,868.0,CBLB,0.118617417830599,1.2557502383269e-05,None,None,None
ENSG00000114439,-0.263269481393506,1.60885703427368e-09,-2.35485156356029,1.08652810066671e-130,-0.2340675753098469,BBX,56987.0,BBX,-0.047411430136303,0.0080364765576353,None,None,None
ENSG00000114446,-0.343506732421407,1.7446747553256e-10,-1.15303280100082,6.24908302433337e-24,-0.1523605274103076,IFT57,55081.0,IFT57,-0.0852189695213954,0.0003653613302388,None,None,None
ENSG00000114450,1.31155183607319,1.7936178825714199e-99,0.0,1.0,0.0,GNB4,59345.0,GNB4,0.211443609137999,5.31089396905108e-12,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000114455,2.34712102712103,1.50533933765625e-27,-2.20765109332193,9.339381490652939e-49,-0.3080502146323526,HHLA2,11148.0,HHLA2,0.624995944103377,4.56502459818676e-22,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000114473,0.217618269078253,1.91936570956995e-06,-1.30842986380154,3.31474820149277e-45,-0.1720807823378437,IQCG,84223.0,IQCG,-0.298343084134061,8.47456382254318e-10,None,None,None
ENSG00000114480,0.437999847409656,8.20107188448169e-06,0.0,1.0,0.0,GBE1,2632.0,GBE1,0.276915296761942,5.2106335143369095e-11,None,None,None
ENSG00000114491,0.0922857328703364,0.0395326280560956,-1.61026090692262,1.23766305272291e-60,-0.1437166539437008,UMPS,7372.0,UMPS,0.0435907455351791,0.0670713460296021,None,None,None
ENSG00000114503,-0.0418682561645708,0.33827313137445,-0.4227215543162,2.06783992286494e-14,-0.0349535152926359,NCBP2,22916.0,NCBP2,0.0519067002277332,0.0104318489792568,None,None,None
ENSG00000114520,-0.416246472367291,3.60719374282355e-13,-0.724659676474085,3.8691106776011004e-16,-0.0733521188113206,SNX4,8723.0,SNX4,-0.237733571856647,2.3624154556436502e-14,None,None,None
ENSG00000114544,-0.625676923421705,1.1183864190368699e-29,-1.35530566170767,8.59140776661996e-47,-0.1891285034109112,SLC41A3,54946.0,SLC41A3,-0.240925766510848,2.43136508118232e-17,None,None,None
ENSG00000114554,0.663803983974804,4.736557518140329e-18,-0.979521543816124,9.9579684467358e-55,-0.1622705170095464,PLXNA1,5361.0,PLXNA1,0.349035162411602,3.8623931977667003e-26,None,None,None
ENSG00000114554,0.663803983974804,4.736557518140329e-18,-0.979521543816124,9.9579684467358e-55,-0.1622705170095464,PLXNA1,5361.0,PLXNA1,-0.488279515761718,2.73870135564085e-05,None,None,None
ENSG00000114573,-0.980340699527158,3.25543176032753e-62,-0.68564704071039,5.14034207945752e-17,-0.0747970001745454,ATP6V1A,523.0,ATP6V1A,-0.848405889398021,3.1803385120798704e-61,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000114626,-0.268308519403129,4.68100740141016e-06,-1.12031073582059,7.82370022931341e-52,-0.1518917790212521,ABTB1,80325.0,ABTB1,0.191768712656592,8.32079871530726e-07,None,None,None
ENSG00000114631,-1.07977846536326,1.63104284944243e-09,1.5630324865412,7.85904743017226e-29,0.1043995927756485,PODXL2,50512.0,PODXL2,-0.0389773546685856,0.538044489564035,MDS_TMDE_M-pos_R-neg_P--,MDS_TMDE,TMDE
ENSG00000114638,-0.77231652094405,0.0026083050544333,0.0,1.0,0.0,UPK1B,7348.0,UPK1B,0.29324756082944,1.76323221152091e-06,None,None,None
ENSG00000114648,-0.44513352077344,3.35395051789401e-21,1.46613333091331,8.50594870339587e-48,0.0761909868130344,KLHL18,23276.0,KLHL18,-0.293754708104892,4.2643426113344806e-09,None,None,None
ENSG00000114650,-1.11618086991035,2.2699727534911702e-182,1.05786232940201,8.168415382657141e-35,0.0961278785467804,SCAP,22937.0,SCAP,-0.0026903811578586,0.946430339456767,TPDS_TMDE_M--_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000114670,0.278159459859998,0.0001778399596343,0.0,1.0,0.0,NEK11,79858.0,NEK11,0.128114546326263,4.68034629172269e-14,None,None,None
ENSG00000114686,-0.0362828781171406,0.516085626007465,-0.633125604542149,2.39601480467572e-17,-0.0514186666540597,MRPL3,11222.0,MRPL3,-0.688975747955511,6.70729717440568e-63,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000114735,-0.527978585347709,1.8199925340681998e-31,-1.61089391527068,1.28980602093278e-100,-0.107439734850279,HEMK1,51409.0,HEMK1,-0.426647330343322,3.28969177328075e-17,None,None,None
ENSG00000114738,-0.483102064728143,8.15637380285691e-24,-0.771948533122277,1.57529214752835e-30,-0.0812932875585249,MAPKAPK3,7867.0,MAPKAPK3,0.0731945720687158,0.0004221890654627,None,None,None
ENSG00000114742,-0.510929503125291,1.41745940541355e-49,0.0,1.0,0.0,WDR48,57599.0,WDR48,-0.362920399137001,7.12124838911296e-72,None,None,None
ENSG00000114744,0.368940133614726,2.82152581612518e-19,-1.06932324140205,2.01257093241424e-65,-0.0566904972419999,COMMD2,51122.0,COMMD2,-0.234323490380705,6.33318285911353e-29,None,None,None
ENSG00000114745,-0.594215803066766,2.3671147291678697e-77,-0.571464002119648,7.53384829888616e-29,-0.0702237218624308,GORASP1,64689.0,GORASP1,-0.100350902108908,1.38074064723522e-05,None,None,None
ENSG00000114767,-0.286025146688456,7.83599515131323e-08,-0.466766656156549,1.43649203192612e-16,-0.0779879902640985,RRP9,9136.0,RRP9,0.084272822725636,1.52636888161314e-05,None,None,None
ENSG00000114770,-0.577922825354642,2.18180568157203e-28,0.0,1.0,0.0,ABCC5,10057.0,ABCC5,0.178877421985898,8.43437976183834e-06,None,None,None
ENSG00000114779,-1.16112025619336,1.15054314770029e-112,0.0,1.0,0.0,ABHD14B,84836.0,ABHD14B,-0.610181948327678,9.2636328625808e-61,TPDS_M--_R-neg_P-neg,TPDS,TPDS
ENSG00000114784,-0.727401117027734,3.33746476264966e-68,-0.527396412738787,3.63667688857101e-14,-0.0280879124291359,EIF1B,10289.0,EIF1B,-0.555474333605176,4.42265261067595e-49,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000114786,-2.49690197692474,7.96503773588791e-127,-0.883205312765367,4.96363417643334e-32,-0.109366428294378,ABHD14A-ACY1,100526760.0,ABHD14A-ACY1,0.0,1.0,TPDS_TMDE_M-neg_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000114790,-1.07813643185405,3.57807079725844e-19,-1.12319280429253,1.01184261823905e-28,-0.1273271911672715,ARHGEF26,26084.0,ARHGEF26,0.0,1.0,TPDS_TMDE_M-neg_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000114805,0.415896209131953,0.000421372595017,0.0,1.0,0.0,PLCH1,23007.0,PLCH1,0.351032175476448,1.68900018144505e-16,None,None,None
ENSG00000114812,-0.20868395593938,0.157878108774866,-2.16199216460822,5.03052445870979e-75,-0.2493516561338833,VIPR1,7433.0,VIPR1,-0.486010228934435,4.27093818548477e-15,None,None,None
ENSG00000114841,-0.687472479914725,3.2950835929962197e-28,1.46140674097708,4.838441608901819e-40,0.2311202777818647,DNAH1,25981.0,DNAH1,0.0,1.0,None,None,None
ENSG00000114850,0.707900773516568,7.65573769310435e-21,-3.00461628201508,2.51241530175815e-137,-0.221130238943996,SSR3,6747.0,SSR3,0.366153531103919,2.8696023305969404e-15,None,None,None
ENSG00000114854,-3.37838034595373,1.28571444071094e-101,1.64285674333568,7.17103227389273e-80,0.2674878248182707,TNNC1,7134.0,TNNC1,0.0,1.0,MDS_TMDE_M-pos_R-neg_P--,MDS_TMDE,TMDE
ENSG00000114859,-0.761973285866029,3.4827468600510496e-33,0.664606495148084,5.48577494630464e-39,0.0398393222194299,CLCN2,1181.0,CLCN2,0.0,1.0,None,None,None
ENSG00000114861,-0.188384955786796,0.0026707762481853,-2.65847905484137,1.05785953828234e-98,-0.3538511338508548,FOXP1,27086.0,FOXP1,0.0430973496028644,0.215831351188016,None,None,None
ENSG00000114867,-0.165490708647295,0.0038660026169115,-2.32302513590572,4.3352169228708e-94,-0.3497258784657134,EIF4G1,1981.0,EIF4G1,-0.0196143134293782,0.255845820257679,None,None,None
ENSG00000114902,-0.809176097338201,2.15584388890274e-80,0.0,1.0,0.0,SPCS1,28972.0,SPCS1,0.103228034280235,0.0021245878013052,None,None,None
ENSG00000114904,-0.519254812561352,4.5673097942023796e-55,1.31094036215915,2.6688775831097803e-44,0.1531925315430143,NEK4,6787.0,NEK4,-0.0826952834711731,0.0001211735745199,None,None,None
ENSG00000114923,-1.5684444300882,3.38810064910204e-13,-0.619279057827741,4.92724214896409e-26,-0.0967874638531528,SLC4A3,6508.0,SLC4A3,0.641425392544649,1.93972835888895e-28,TPDS_TMDE_M--_R-neg_P-pos,TMDE,TMDE
ENSG00000114942,0.565265654165459,1.4796748406078502e-20,-1.48896897846743,2.62099393071165e-59,-0.2264722605931691,EEF1B2,1933.0,EEF1B2,-0.0754398371558314,2.68633892233908e-07,None,None,None
ENSG00000114956,0.634376256237735,1.63652085175422e-50,1.33634654900375,1.7163104179155902e-31,0.1842135710552969,DGUOK,1716.0,DGUOK,-0.32470169368607,1.55575774627376e-25,None,None,None
ENSG00000114978,0.108011732047368,0.013342588349589,-1.54995503941209,1.27198292178048e-62,-0.1331459833222511,MOB1A,55233.0,MOB1A,-0.0239720269323515,0.226860074611764,None,None,None
ENSG00000114982,-0.0886491240074362,0.0137559126844441,0.0,1.0,0.0,KANSL3,55683.0,KANSL3,0.0891432656594558,0.0020041177914772,None,None,None
ENSG00000114988,0.126591443454343,0.0129074347302079,0.0,1.0,0.0,LMAN2L,81562.0,LMAN2L,0.185898454814906,5.43826919813519e-09,None,None,None
ENSG00000114993,-0.645250106929457,8.86133641266494e-19,2.21286797994327,3.06842564496324e-62,0.1836696212074628,RTKN,6242.0,RTKN,-0.161130737144911,5.61188248604382e-08,None,None,None
ENSG00000115008,1.38897334332841,1.40337318800855e-13,-1.09490506753123,8.85000355573397e-19,-0.168877737796228,IL1A,3552.0,IL1A,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000115009,3.95675504183276,2.91360119731277e-47,-2.0860108240213,2.86413739294887e-70,-0.3083935703426355,CCL20,6364.0,CCL20,0.246004706421832,1.7448389876992e-05,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000115020,-0.110151750455243,0.0011933800421203,0.685205160274306,6.00018320979852e-25,0.0798104396814064,PIKFYVE,200576.0,PIKFYVE,-0.0869818194893952,2.63541144836929e-08,None,None,None
ENSG00000115041,-0.678416984361188,0.0004400040245267,-0.707157412845814,3.5238433678737e-35,-0.1194402140761571,KCNIP3,30818.0,KCNIP3,-0.0293940167392673,0.733593530902178,None,None,None
ENSG00000115042,-0.567992148103451,2.29090519297433e-54,0.305634011188247,5.17139849555342e-12,0.0152189039149955,FAHD2A,51011.0,FAHD2A,-0.719960169763177,1.9845948502236502e-60,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000115053,0.123212023386769,0.0036868968617816,0.0,1.0,0.0,NCL,4691.0,NCL,0.225964649406689,5.826961648238231e-23,None,None,None
ENSG00000115073,0.191803722619655,3.12363478227666e-07,0.0,1.0,0.0,ACTR1B,10120.0,ACTR1B,0.0996467385003184,7.65850842052769e-06,None,None,None
ENSG00000115084,-0.215425294582032,9.32519283204614e-07,0.0,1.0,0.0,SLC35F5,80255.0,SLC35F5,0.253511341244156,2.79617016013869e-07,None,None,None
ENSG00000115085,1.85747868815375,1.1546019382401601e-54,-1.20814135919997,1.82925504193973e-51,-0.1879867749684525,ZAP70,7535.0,ZAP70,0.605874004554718,7.89713180681171e-27,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000115091,0.649147756601309,1.28203533359223e-51,-3.44722273836926,2.05024168654404e-114,-0.4831440716733788,ACTR3,10096.0,ACTR3,0.0997198849726618,6.4140891608269206e-09,None,None,None
ENSG00000115107,1.74335325809117,9.80543539708422e-18,-1.90650982741912,3.33040501103667e-59,-0.2697915208227323,STEAP3,55240.0,STEAP3,0.358085527987536,6.95417947699968e-10,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000115109,-1.37317159153717,1.1259258075293601e-76,-2.92138927328284,1.75086689859301e-106,-0.384682506507581,EPB41L5,57669.0,EPB41L5,-0.789568640473766,6.712275873160891e-76,TPDS_M-neg_R-neg_P-neg,TPDS,TPDS
ENSG00000115112,-4.60388881272325,2.3789059810329798e-116,-1.27002105338431,4.32550828941157e-65,-0.1101042662535012,TFCP2L1,29842.0,TFCP2L1,-0.452856058971592,8.38902987812422e-21,TPDS_TMDE_M-neg_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000115128,0.379378596097309,5.08651182911948e-15,-0.649244614463954,5.18739634061669e-23,-0.0435254146330895,SF3B6,51639.0,SF3B6,0.0362115378161359,0.0217512379579017,None,None,None
ENSG00000115129,-0.141390046408875,0.0575463057790899,0.670880051987666,1.74219500489969e-17,0.0410632878663266,TP53I3,9540.0,TP53I3,-0.163571739182549,2.50340723194428e-06,None,None,None
ENSG00000115137,-0.253011871646501,5.6843477210226297e-11,-0.405147661709792,9.05179833912523e-10,-0.0475887916011198,DNAJC27,51277.0,DNAJC27,0.0,1.0,None,None,None
ENSG00000115145,-0.0989133568697921,0.0006289370408961,0.245093276190251,3.628062633472e-06,0.0083222852344299,STAM2,10254.0,STAM2,-0.126848549682366,2.76775048121317e-19,None,None,None
ENSG00000115155,2.74664663178886,4.7259252177893396e-34,-0.79213865492074,6.80659471325824e-23,-0.1230854109479168,OTOF,9381.0,OTOF,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000115159,0.51071014930797,9.319882227891559e-30,-0.802292685403393,5.3480215524704385e-28,-0.1250078888336633,GPD2,2820.0,GPD2,-0.0799013320025122,0.0066990635840109,None,None,None
ENSG00000115163,2.98376833009498,5.95313469821178e-74,-1.50194957654749,6.2564666858432205e-31,-0.2309226766473154,CENPA,1058.0,CENPA,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000115165,1.61644857243139,6.16210714979697e-47,0.584761668564284,3.09919926314628e-09,0.0753819689879659,CYTIP,9595.0,CYTIP,-0.0600125285894564,0.267237264649139,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000115170,-0.686244258526465,1.5164401272582598e-36,1.30766162090841,4.350108895810511e-98,0.0752344609560536,ACVR1,90.0,ACVR1,-0.13756385173481,0.0003162984270709,None,None,None
ENSG00000115183,-0.416141153204403,1.43665398099752e-16,-1.43029268519128,5.35162086316032e-43,-0.1423008603150404,TANC1,85461.0,TANC1,-0.142613804386911,6.74263744975625e-10,None,None,None
ENSG00000115204,0.698575444359182,3.3988659423939302e-74,-2.55565806251706,2.6240172817337494e-126,-0.13714244225561,MPV17,4358.0,MPV17,-0.142123906581935,0.0011064604143744,None,None,None
ENSG00000115207,0.116560239116248,0.0001787440541161,-0.722171569577798,2.40287568987678e-49,-0.0276422346310431,GTF3C2,2976.0,GTF3C2,-0.0675260033735242,1.30282053256079e-05,None,None,None
ENSG00000115211,-0.0877059122444624,0.0050583867271865,0.0,1.0,0.0,EIF2B4,8890.0,EIF2B4,0.0333938462438788,0.0082731880043795,None,None,None
ENSG00000115216,0.115785339660867,0.0005514820555446,-0.91299943882923,8.10940653101811e-37,-0.0715131557625992,NRBP1,29959.0,NRBP1,0.00012278916457,0.995142185929785,None,None,None
ENSG00000115221,-2.31068545143737,4.73332996696285e-32,2.71386407781797,1.70223533190561e-71,0.3010369681571135,ITGB6,3694.0,ITGB6,-0.851129211407891,2.2030337471715602e-20,MDS_M-pos_R-neg_P-neg,MDS,MDS
ENSG00000115232,2.27432637468496,3.76952687403154e-166,0.0,1.0,0.0,ITGA4,3676.0,ITGA4,0.800245365375445,8.16571375890632e-58,TPDE_M--_R-pos_P-pos,TPDE,TPDE
ENSG00000115233,0.422508224917441,2.31663712475522e-10,-2.98724747075585,1.29449912143061e-163,-0.1138459956876329,PSMD14,10213.0,PSMD14,0.0841549670382352,4.6357255692800496e-11,None,None,None
ENSG00000115234,0.224898665936658,1.5757510763569898e-12,-0.633539233045555,2.48677579581757e-12,-0.1036472530053519,SNX17,9784.0,SNX17,-0.41836267170083,5.49594263402507e-38,None,None,None
ENSG00000115239,0.316979983376429,2.5354051685309e-15,-1.32145344457941,2.0741693787803999e-41,-0.1231736853372807,ASB3,51130.0,ASB3,0.0,1.0,None,None,None
ENSG00000115241,0.0682400152180574,0.053231222527129,-1.87252403076484,6.32125559569967e-85,-0.259175505182882,PPM1G,5496.0,PPM1G,0.100375742538656,9.95309968452291e-10,None,None,None
ENSG00000115252,-2.72155576673743,3.30380515600548e-104,-2.0469115170396,1.00573696179479e-52,-0.2265493524107698,PDE1A,5136.0,PDE1A,-0.904233724080068,2.38322264828597e-51,TPDS_M-neg_R-neg_P-neg,TPDS,TPDS
ENSG00000115255,-4.05043810821337,1.7815406445960802e-111,1.64272889545487,2.5363679269749106e-58,0.224256050096217,REEP6,92840.0,REEP6,-1.76601401773942,2.50728103641329e-59,MDS_M-pos_R-neg_P-neg,MDS,MDS
ENSG00000115257,-0.447959796423203,1.80003028586766e-06,-1.11208998225669,2.63614959898091e-60,-0.1333199514945696,PCSK4,54760.0,PCSK4,0.0,1.0,None,None,None
ENSG00000115266,0.253418191198309,4.5936887394959e-06,1.11809283611409,2.0044729066397e-29,0.0897776248228968,APC2,10297.0,APC2,0.0,1.0,None,None,None
ENSG00000115267,1.01194993071554,9.39945567070989e-76,0.14346024084959,4.87228907432442e-05,0.0058092284124402,IFIH1,64135.0,IFIH1,0.570388512892886,3.1715881968707503e-58,TPDE_M--_R-pos_P-pos,TPDE,TPDE
ENSG00000115268,1.1045777557506,3.73705783055446e-60,-0.956767547558044,1.03333296975685e-34,-0.1460027866673802,RPS15,6209.0,RPS15,0.268661814694953,2.22289663243734e-37,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000115271,0.350707019047798,1.57624740328873e-17,-0.329659487729801,0.0003132282233827,-0.0408478477116569,GCA,25801.0,GCA,0.145130653864016,1.34402105863935e-07,None,None,None
ENSG00000115274,0.508449519932591,6.84399828132581e-22,-0.752580265422477,7.75823853263987e-37,-0.0617096479671174,INO80B,83444.0,INO80B,-0.144391063957713,9.36588145800128e-05,None,None,None
ENSG00000115275,0.490267066994188,1.90799228408387e-36,-0.935733832961743,7.24244456494303e-71,-0.044214195862026,MOGS,7841.0,MOGS,0.289714861630343,1.17571762010687e-27,None,None,None
ENSG00000115282,0.487014976596538,9.75256793960382e-56,-0.745384651358099,5.31796160345798e-16,-0.1234406309692773,TTC31,64427.0,TTC31,0.270958209277238,2.97961116406778e-09,None,None,None
ENSG00000115286,-0.559971963665381,7.24473041719058e-21,-0.860379907275587,1.23976836713182e-39,-0.0353586471656784,NDUFS7,374291.0,NDUFS7,-1.28771665468057,7.104734396928959e-83,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000115290,-2.12097610195141,1.94254808238005e-45,0.0,1.0,0.0,GRB14,2888.0,GRB14,-1.32305732567858,2.74307539941189e-66,TPDS_M--_R-neg_P-neg,TPDS,TPDS
ENSG00000115295,-0.39913562489307,0.0023283285337124,-1.87698582262203,3.46326995646604e-69,-0.2339666944056061,CLIP4,79745.0,CLIP4,0.356676387384522,6.3441141937231e-06,None,None,None
ENSG00000115306,-0.189469127349001,6.39386714992384e-05,-1.13003781182842,1.01113643165293e-22,-0.1709300078094723,SPTBN1,6711.0,SPTBN1,-0.450842091573773,2.66626502169873e-56,None,None,None
ENSG00000115307,0.257954267760987,1.50538458866428e-11,0.0,1.0,0.0,AUP1,550.0,AUP1,0.26675671564858,2.4642549444957197e-16,None,None,None
ENSG00000115310,-0.482396162981437,6.46538245588454e-18,-1.96297314108807,5.80042201724876e-68,-0.2764084080496722,RTN4,57142.0,RTN4,0.102145240321227,3.54626586639584e-05,None,None,None
ENSG00000115317,0.472220973186351,7.93435952286497e-27,0.0,1.0,0.0,HTRA2,27429.0,HTRA2,-0.213513700317519,7.97236945683939e-17,None,None,None
ENSG00000115318,1.54149469886601,2.22734402053382e-81,0.0,1.0,0.0,LOXL3,84695.0,LOXL3,1.1838456630892,2.75571755942594e-20,TPDE_M--_R-pos_P-pos,TPDE,TPDE
ENSG00000115325,1.56442901550957,3.0562309675404496e-158,-0.975752198207311,8.23004443756418e-35,-0.1146042186652884,DOK1,1796.0,DOK1,0.61263793167722,5.2695646443557e-62,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000115339,-1.37329273409137,6.66790016200313e-35,0.0,1.0,0.0,GALNT3,2591.0,GALNT3,-0.994082518824238,1.00342473949984e-48,TPDS_M--_R-neg_P-neg,TPDS,TPDS
ENSG00000115350,0.293653603761703,1.58480969421876e-08,-0.18528420562301,0.0111208031020529,-0.015551873032371,POLE4,56655.0,POLE4,0.344328656358624,5.164401463256359e-11,None,None,None
ENSG00000115355,1.38623092909735,6.711723017169071e-157,0.0,1.0,0.0,CCDC88A,55704.0,CCDC88A,0.644274738947332,1.01883402872083e-72,TPDE_M--_R-pos_P-pos,TPDE,TPDE
ENSG00000115361,0.399786001303461,0.0007986483231479,0.0,1.0,0.0,ACADL,33.0,ACADL,-0.523867089760264,2.28538539345636e-07,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000115364,-0.613926246788733,1.27326627591501e-71,-0.807110632580147,1.9728266870949198e-48,-0.0350052614874386,MRPL19,9801.0,MRPL19,-0.880266337835591,4.07786314543298e-72,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000115365,-0.250575447228106,6.63648425105014e-10,-0.661296401641909,6.73793170497203e-08,-0.0425867728049974,LANCL1,10314.0,LANCL1,-0.0003137986158815,0.989386877368695,None,None,None
ENSG00000115368,0.512295123201117,2.0526581809555e-38,-1.69867698816068,2.18422877429776e-47,-0.1578306443249607,WDR75,84128.0,WDR75,0.299871561788325,4.73152287781825e-45,None,None,None
ENSG00000115380,0.265072720854949,0.143488269047745,0.925647257180844,1.91840309540064e-17,0.1411483063736155,EFEMP1,2202.0,EFEMP1,0.420195080638902,1.49752226244085e-07,None,None,None
ENSG00000115386,2.34914221284329,5.03862467084286e-11,-2.09983137182634,4.48700357587096e-47,-0.2742368203082991,REG1A,5967.0,REG1A,-1.01236639817811,4.79388408643881e-26,MDE_TMDS_M-neg_R-pos_P-neg,TMDS,TMDS
ENSG00000115392,0.994232684225834,1.71081691858298e-131,-2.22018573068499,1.70524705595107e-73,-0.2644151821449528,FANCL,55120.0,FANCL,0.0,1.0,None,None,None
ENSG00000115414,3.09497713353235,2.0198046655687603e-87,-1.8453680936366,7.60754870693944e-61,-0.1759737030705171,FN1,2335.0,FN1,0.740136544098472,2.2197891828891703e-31,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000115415,1.29772211659597,1.3117576825795102e-31,-0.922899652140901,8.25875757166505e-18,-0.1353121934730757,STAT1,6772.0,STAT1,0.911076267529669,8.47761324160248e-46,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000115419,-0.653932856763959,9.58044628800305e-22,-1.60647704385488,1.32287790375688e-39,-0.2328966514352042,GLS,2744.0,GLS,-0.944751368688809,1.0068117299211301e-47,TPDS_TMDS_M-neg_R--_P-neg,TMDS,TMDS
ENSG00000115423,-0.340063569369691,0.0011257904882231,-0.389485961253577,0.000221687771624,-0.0576747063012115,DNAH6,1768.0,DNAH6,0.0,1.0,None,None,None
ENSG00000115425,-0.546046797420869,1.05377586335313e-08,0.0,1.0,0.0,PECR,55825.0,PECR,-0.850781680450679,4.63072776644525e-38,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000115446,0.0755475877090268,0.0190649181876354,-0.211046595747123,0.0412417138532373,-0.0390022407547929,UNC50,25972.0,UNC50,0.0,1.0,None,None,None
ENSG00000115457,-1.73909321364096,3.29791625200946e-32,0.0,1.0,0.0,IGFBP2,3485.0,IGFBP2,-0.681920480323558,4.60750841809398e-19,TPDS_M--_R-neg_P-neg,TPDS,TPDS
ENSG00000115459,0.0498809235863372,0.036231897949671,-1.16337346094235,1.7380860706380706e-58,-0.1009807670969261,ELMOD3,84173.0,ELMOD3,0.0,1.0,None,None,None
ENSG00000115461,-0.359274208932432,0.0126242983660531,-1.19239055008954,1.15448019445446e-25,-0.1072129536173807,IGFBP5,3488.0,IGFBP5,-0.43025323343967,8.44649200505581e-17,None,None,None
ENSG00000115464,-0.118914674890158,9.96718630257392e-06,-0.868480756088376,2.72249006878038e-49,-0.0390932794800694,USP34,9736.0,USP34,0.0421238487354679,0.0806808894586784,None,None,None
ENSG00000115468,-3.02370145822217,1.69521921571171e-124,-1.4854182218978,2.15778393979374e-66,-0.1792067880074358,EFHD1,80303.0,EFHD1,-0.692375677444727,2.76449352074152e-39,TPDS_M-neg_R-neg_P-neg,TPDS,TPDS
ENSG00000115484,0.438233008474388,8.60492350260272e-29,0.0,1.0,0.0,CCT4,10575.0,CCT4,0.0974454924747364,4.51989674130704e-08,None,None,None
ENSG00000115486,-0.026941216229394,0.600559390584656,-2.19944859004256,2.25347546534864e-98,-0.3864540684815186,GGCX,2677.0,GGCX,0.131468783793457,9.31437507644046e-05,None,None,None
