ensembl_gene_id,logFC_rna,padj_rna,logFC_meth,padj_meth,CpG_Beta_diff,external_gene_name,entrezgene_id,hgnc_symbol,logFC_protein,padj_protein,Regulation_Grouping_1,Regulation_Grouping_2,Regulation_Grouping_3
ENSG00000000003,-0.773759715487926,2.06912263785181e-25,0.737118108554634,4.26252755887622e-13,0.1171264257184913,TSPAN6,7105.0,TSPAN6,-0.33139098645571,1.63390749537353e-09,None,None,None
ENSG00000000005,-1.22492834597821,2.27647823315316e-09,-2.24864687191925,1.57533766452278e-36,-0.3227685604953261,TNMD,64102.0,TNMD,0.0,1.0,TPDS_TMDE_M-neg_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000000419,0.262502299822215,1.1446293038658701e-09,-0.894159075310554,5.75459114159209e-41,-0.0456231759100576,DPM1,8813.0,DPM1,-0.20902921319576,9.20452946673068e-16,None,None,None
ENSG00000000457,-0.0592450606698641,0.0418196681185279,0.0,1.0,0.0,SCYL3,57147.0,SCYL3,0.116679339566106,0.0004600690733771,None,None,None
ENSG00000000460,0.654209741063035,6.35636066256691e-75,-1.64607232907283,1.9875478676998295e-48,-0.2059920048424544,C1orf112,55732.0,C1orf112,0.0,1.0,None,None,None
ENSG00000000938,1.98434978046255,1.62012651221799e-98,0.0,1.0,0.0,FGR,2268.0,FGR,0.326526880918626,5.51104572676571e-14,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000000971,0.930985771447587,6.03786932551568e-10,-3.1955600056422,1.7547296711103102e-58,-0.4395344439772745,CFH,3075.0,CFH,0.0016759562021904,0.98108337362802,None,None,None
ENSG00000001036,0.144214062782604,0.012418880605528,0.0,1.0,0.0,FUCA2,2519.0,FUCA2,-0.458085647912872,1.79480029851735e-21,None,None,None
ENSG00000001167,-0.228844818158211,7.97142347838794e-07,-0.481788915925223,1.27778378506001e-19,-0.0263879505822639,NFYA,4800.0,NFYA,0.524761523432818,2.43136508118232e-17,TMDE_M--_R--_P-pos,TMDE,TMDE
ENSG00000001460,-0.246348704149449,8.97430544245368e-06,-0.982542837826431,2.9485709343998e-35,-0.1301358442516456,STPG1,90529.0,STPG1,0.0,1.0,None,None,None
ENSG00000001461,0.194398798867359,0.0051634795052283,-1.07501521592621,2.62074189266314e-24,-0.1194967550596756,NIPAL3,57185.0,NIPAL3,0.152805121658875,2.0317577381608002e-16,None,None,None
ENSG00000001497,0.162923453222855,1.46940794562e-08,-1.38848133946828,8.0836570878093e-26,-0.1180994616422231,LAS1L,81887.0,LAS1L,0.107699227749468,1.98572629811035e-10,None,None,None
ENSG00000001617,1.31746261519365,3.47152953030433e-76,0.0,1.0,0.0,SEMA3F,6405.0,SEMA3F,0.187468066642695,1.25664213389304e-05,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000001626,-1.10542304833474,7.69239856393915e-11,2.60240795638662,1.4988988280929e-47,0.1868950635500056,CFTR,1080.0,CFTR,0.611618901683994,1.8861511407076102e-14,MDS_TMDE_M-pos_R-neg_P-pos,TMDE,TMDE
ENSG00000001629,-0.0642211937728149,0.316052585468415,-0.7235557334856,2.12799817813723e-45,-0.0342216354183189,ANKIB1,54467.0,ANKIB1,-0.457978660884529,2.42726829944165e-37,None,None,None
ENSG00000001630,-0.458104584104732,5.69494863552942e-12,-0.49858567546045,4.3056876908912303e-14,-0.0414727573608739,CYP51A1,1595.0,CYP51A1,-0.583989647475834,3.87426473696564e-38,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000001631,0.257300527410935,1.09263350555192e-12,-0.3131313285688,2.26301763037337e-05,-0.0494184876156365,KRIT1,889.0,KRIT1,0.127914490039604,2.60456732729862e-10,None,None,None
ENSG00000002016,-0.135131725524895,0.0014739265695997,-1.37045250632013,1.70187681699442e-40,-0.1347352526467612,RAD52,5893.0,RAD52,0.0776748639578099,0.167123107845227,None,None,None
ENSG00000002079,-0.537723697495064,8.6240602707096e-06,-1.22634159687562,6.63072664110785e-41,-0.2007612719068493,MYH16,,MYH16,0.0,1.0,None,None,None
ENSG00000002330,0.240268811759558,1.76973677174479e-06,1.36009001652017,7.089187443291151e-47,0.0696529984961931,BAD,572.0,BAD,-0.23956031976908,1.53683395035581e-13,None,None,None
ENSG00000002549,0.232783195128531,0.0044633448308792,2.60929457306213,8.67706037016075e-87,0.1777432941226826,LAP3,51056.0,LAP3,-0.0239909980949804,0.546864255800097,None,None,None
ENSG00000002586,1.24351078252815,3.74292768185252e-102,0.0,1.0,0.0,CD99,4267.0,CD99,0.16614539431946,0.0025058301381035,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000002726,-0.50459697559324,0.0368657428464866,-0.950623341850401,1.07602540770441e-42,-0.1589696030156168,AOC1,26.0,AOC1,-0.764608323860552,1.7317879788665302e-15,TPDS_TMDS_M-neg_R--_P-neg,TMDS,TMDS
ENSG00000002745,-0.222958959793461,0.0408947849795376,0.922403003017098,2.07010968514645e-21,0.1308745015715423,WNT16,51384.0,WNT16,0.0,1.0,None,None,None
ENSG00000002746,-4.46652386066008,1.10714482195462e-86,-2.82685064726556,5.58912184439874e-89,-0.3843662973519261,HECW1,23072.0,HECW1,-1.10089009357326,1.93788156013972e-37,TPDS_M-neg_R-neg_P-neg,TPDS,TPDS
ENSG00000002822,0.335230570765223,6.91614271265933e-18,-2.63697403650896,5.09150583348464e-73,-0.3931921151287062,MAD1L1,8379.0,MAD1L1,0.132078857913557,5.99704184413193e-23,None,None,None
ENSG00000002834,0.55029433182617,3.8797803069568e-48,-1.98566080313699,9.713846838273168e-57,-0.2972809464185608,LASP1,3927.0,LASP1,0.143438399312465,8.8058888343414e-08,None,None,None
ENSG00000002933,0.614574729056343,2.4374527380000604e-09,-1.50140843624605,3.06875784950704e-28,-0.2047543215728027,TMEM176A,55365.0,TMEM176A,0.31365040273283,1.36800337187131e-10,None,None,None
ENSG00000003056,0.627759513416074,1.3784792437703499e-56,-1.10485534824764,1.44104984451863e-42,-0.1537096557031201,M6PR,4074.0,M6PR,0.187466182071595,2.42798172838908e-14,None,None,None
ENSG00000003096,-1.9951144778543,2.05749455355294e-98,-0.926219069171965,3.97327564425758e-25,-0.0736191831446873,KLHL13,90293.0,KLHL13,-0.334346029971228,1.87689015715644e-26,TPDS_TMDE_M--_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000003147,-0.955031000673845,1.7539902795297097e-42,-1.03550027047525,3.54506875427343e-23,-0.1646757253269773,ICA1,3382.0,ICA1,-0.233355215463194,3.4860623640682902e-15,None,None,None
ENSG00000003393,-0.151460955430232,7.79543812414026e-05,-0.752525748081256,1.40357824260474e-27,-0.044646500180956,ALS2,57679.0,ALS2,-0.0159473937848702,0.4915796833671,None,None,None
ENSG00000003400,0.535238217950442,7.6606114885605e-26,-2.79791582542553,4.17304485884572e-126,-0.3277343803892509,CASP10,843.0,CASP10,0.255806829886728,6.83019584270242e-27,None,None,None
ENSG00000003402,0.370507011415924,1.2380624338445e-17,-1.55799409892085,7.49345073356603e-48,-0.2532747034417855,CFLAR,8837.0,CFLAR,0.12627837585658,1.15917269681326e-08,None,None,None
ENSG00000003436,0.931385086418978,5.500830626037311e-15,-1.71302643964415,1.06465040985856e-50,-0.2068498433729108,TFPI,7035.0,TFPI,-0.383696032602183,9.29426782312815e-16,None,None,None
ENSG00000003509,0.0765948807133584,0.0061579656798957,-0.998220385129892,1.18056023009019e-44,-0.0756636878846143,NDUFAF7,55471.0,NDUFAF7,-0.435427559630829,4.7952201668656204e-23,None,None,None
ENSG00000003756,-0.372171195501777,1.51442351710291e-34,-0.605899192747332,1.5370132346196e-30,-0.0328418791236594,RBM5,10181.0,RBM5,-0.0614715989452216,0.0004223496019683,None,None,None
ENSG00000003989,0.869258847826411,5.64609362859966e-08,0.0,1.0,0.0,SLC7A2,6542.0,SLC7A2,-0.13928086899197,0.0114216297172712,None,None,None
ENSG00000004059,0.308493322293408,8.940344057679571e-14,0.201209762848173,0.0011115497482569,0.0288929588421472,ARF5,381.0,ARF5,0.087746877147926,7.16876095253075e-06,None,None,None
ENSG00000004142,-0.900393845622379,1.28679849659162e-86,-0.252345125876609,2.94763674682877e-05,-0.0194923500256181,POLDIP2,26073.0,POLDIP2,-0.735701725997846,4.51825430417614e-56,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000004399,1.58734300394749,1.2068952287036199e-86,-1.37552180564274,1.6378244012919698e-57,-0.2239346261095786,PLXND1,23129.0,PLXND1,0.538368879300014,2.11524947205708e-47,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000004455,-0.154514151095855,0.0033707505896734,-1.06235907222071,4.65623122852786e-33,-0.1602822771289861,AK2,204.0,AK2,-0.76701459958975,1.0012216555987201e-44,TPDS_TMDS_M-neg_R--_P-neg,TMDS,TMDS
ENSG00000004468,1.88268163362963,5.58215645720509e-44,0.50338448986739,1.28839620626836e-06,0.0606326016787321,CD38,952.0,CD38,0.548960907970554,5.66620141806528e-17,TPDE_M--_R-pos_P-pos,TPDE,TPDE
ENSG00000004478,-0.711248536554799,4.3758433662697395e-49,-0.523140416121616,9.66483764295927e-27,-0.0210955484944019,FKBP4,2288.0,FKBP4,-0.206193023690805,3.7510011951374005e-21,None,None,None
ENSG00000004487,-0.057426688868871,0.105626998441846,-0.498012289482668,4.23972516044277e-12,-0.0412805862139762,KDM1A,23028.0,KDM1A,0.0703941146595951,2.80359613458683e-07,None,None,None
ENSG00000004534,-0.249254448901481,6.08779988832394e-11,-0.970779636225988,1.20576153531726e-37,-0.0580907602074985,RBM6,10180.0,RBM6,-0.139658958408247,1.30292880728047e-16,None,None,None
ENSG00000004660,1.85884862282679,7.82196585493737e-133,-1.58962818549842,1.3850975220948099e-28,-0.2080043880330496,CAMKK1,84254.0,CAMKK1,0.451051228716146,1.1502043856341899e-28,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000004700,1.30699211563659,5.39443042250621e-221,-2.30517613934805,8.0108617387863e-58,-0.2195676504341282,RECQL,5965.0,RECQL,0.760021833872707,2.91478900513966e-79,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000004766,-0.0392945993236687,0.354311480386379,-0.687746269945114,1.6375315696347402e-15,-0.0211248629448279,VPS50,55610.0,VPS50,-0.158001992089179,1.0612349911604701e-20,None,None,None
ENSG00000004776,-1.2523203032429,9.806256016600791e-10,1.60651045505705,4.68329320529464e-38,0.1999060824289753,HSPB6,126393.0,HSPB6,-0.652639950492955,4.70842258440206e-11,MDS_M-pos_R-neg_P-neg,MDS,MDS
ENSG00000004777,0.403831876164896,1.13056956834666e-07,-0.184848576663305,0.0006693064682986,-0.0245497045004219,ARHGAP33,115703.0,ARHGAP33,0.0,1.0,None,None,None
ENSG00000004779,0.0009131206398948,0.987974976702906,-1.22187441884873,2.03017414019243e-71,-0.0818563635449127,NDUFAB1,4706.0,NDUFAB1,-0.878608130169004,1.40038188157223e-55,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000004799,1.52990756963536,4.05386291204711e-12,-0.989117316767516,1.50034650656162e-23,-0.1226848410023226,PDK4,5166.0,PDK4,0.324174408486158,2.25690334747261e-06,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000004846,2.29107355372587,1.9270067241577e-14,-1.16267234290579,2.86655674483787e-35,-0.1812165962236488,ABCB5,340273.0,ABCB5,-0.688320215642193,1.01731048249599e-28,MDE_TMDS_M-neg_R-pos_P-neg,TMDS,TMDS
ENSG00000004848,2.3677493375527,7.13109945409003e-07,0.843097653520186,2.52139159163061e-05,0.0963180464732902,ARX,170302.0,ARX,0.0,1.0,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000004864,-0.212105238892208,4.1240278739534e-05,-1.12918795570343,7.088446097169e-50,-0.0874980381657453,SLC25A13,10165.0,SLC25A13,-0.58321622437972,6.30875204638469e-25,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000004866,-0.392239851777411,3.24811560219907e-15,-2.65695537190413,3.79903940055378e-63,-0.3987782253756083,ST7,7982.0,ST7,-0.119666938751049,0.0015109787228208,None,None,None
ENSG00000004897,0.640705327290824,4.6878279727343303e-88,-0.92946203826369,1.59945406304074e-49,-0.0507655591074593,CDC27,996.0,CDC27,0.211015727042484,2.77836894363864e-33,None,None,None
ENSG00000004939,-5.77942834384855,1.24720923098347e-104,-0.780932941335492,5.49507451926189e-25,-0.1292982133259105,SLC4A1,6521.0,SLC4A1,1.36812729953255,1.08297404878101e-31,TPDS_TMDE_M-neg_R-neg_P-pos,TPDS_TMDE,TMDE
ENSG00000004948,0.912680122799784,7.04420430146058e-05,-1.74589297399963,6.00142592558986e-46,-0.2537114568048133,CALCR,799.0,CALCR,0.0,1.0,None,None,None
ENSG00000004961,-0.271749454231574,2.69928161686951e-10,0.0,1.0,0.0,HCCS,3052.0,HCCS,-0.567861617957611,9.55120662262597e-50,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000004975,0.152863299136357,5.13400418498848e-05,-2.84989680526164,7.17363827359547e-125,-0.1059693053936765,DVL2,1856.0,DVL2,0.0929756606228174,5.95373129548176e-05,None,None,None
ENSG00000005001,-5.08643632512365,2.46135196559409e-64,-1.15301273835241,2.22298870900669e-31,-0.1687638866267185,PRSS22,64063.0,PRSS22,0.0,1.0,TPDS_TMDE_M-neg_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000005007,-0.553869447935217,3.16252233256686e-39,-0.2737394542777,7.51645891187039e-06,-0.0284488961432749,UPF1,5976.0,UPF1,-0.199633310559752,1.12783148657811e-50,None,None,None
ENSG00000005020,0.516200548399847,6.0902162700905205e-24,-0.790047976644309,3.01148930677956e-14,-0.1256093773899005,SKAP2,8935.0,SKAP2,1.06969030444684,4.55870582466381e-62,TPDS_TMDE_M-neg_R--_P-pos,TMDE,TMDE
ENSG00000005022,-1.53244631672639,1.5707431499646302e-188,-0.6874846631733,0.0111555204862366,-0.037852980514157,SLC25A5,292.0,SLC25A5,-1.01389022054417,6.52233232164977e-62,TPDS_M--_R-neg_P-neg,TPDS,TPDS
ENSG00000005059,1.58490659451555,3.89530568390996e-61,-1.34326693317365,5.64045483713786e-40,-0.1691044246907427,MCUB,55013.0,MCUB,0.720531180693624,1.39173779543705e-26,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000005075,0.253390210113159,2.07145541361893e-06,0.238420052840911,0.0001084380339161,0.0224571571689592,POLR2J,5439.0,POLR2J,0.0,1.0,None,None,None
ENSG00000005100,-0.150809712276034,0.0008935991633447,1.08873719281442,1.99719160820082e-29,0.0821448964892637,DHX33,56919.0,DHX33,0.269673672576209,3.97320163869438e-13,None,None,None
ENSG00000005102,1.55900137078316,1.61783909599263e-16,-0.759193526797091,2.39225789613687e-16,-0.1247872197872503,MEOX1,4222.0,MEOX1,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000005108,-1.00888541540872,3.30063265983872e-23,1.23857681394716,4.95855619692374e-33,0.1398667142772135,THSD7A,221981.0,THSD7A,-0.647504198729475,8.856129516965559e-29,MDS_M-pos_R-neg_P-neg,MDS,MDS
ENSG00000005156,-0.288318253809107,2.06681894453918e-22,-0.402607647321234,1.75217535529902e-08,-0.067477482582835,LIG3,3980.0,LIG3,-0.0470960689291689,0.0055846863451954,None,None,None
ENSG00000005175,0.15725498022454,1.12987709391007e-05,-0.826721783364628,9.38579570877302e-26,-0.0765453936484743,RPAP3,79657.0,RPAP3,-0.0604586431739184,1.46723846257096e-06,None,None,None
ENSG00000005187,-1.43165919548449,1.01729203812714e-36,-1.04350904614875,2.0360588191781505e-23,-0.1365936112720506,ACSM3,6296.0,ACSM3,-1.58628621308596,1.68205836557568e-59,TPDS_M-neg_R-neg_P-neg,TPDS,TPDS
ENSG00000005194,-0.143251938878667,0.0025756434418721,-1.21384722949203,8.08050495273329e-45,-0.0790416540965677,CIAPIN1,57019.0,CIAPIN1,-0.078470783537705,0.0001859500890575,None,None,None
ENSG00000005206,-0.266103547562866,1.40357941053168e-06,-0.802880108986342,1.21509051265507e-27,-0.134381354169621,SPPL2B,56928.0,SPPL2B,0.0475095984657804,0.0312570206427072,None,None,None
ENSG00000005243,0.563377310198061,2.1954321006186401e-10,0.0,1.0,0.0,COPZ2,51226.0,COPZ2,0.262321096276941,5.020347949970611e-10,None,None,None
ENSG00000005249,-1.51190081159845,2.24370944638146e-55,0.0,1.0,0.0,PRKAR2B,5577.0,PRKAR2B,-1.15013474169963,1.08990665422618e-57,TPDS_M--_R-neg_P-neg,TPDS,TPDS
ENSG00000005302,0.668837705363677,1.85059616605197e-67,-1.21992248845289,8.88962656284383e-32,-0.1304344473753369,MSL3,10943.0,MSL3,0.203859169307211,3.8412017697484794e-11,None,None,None
ENSG00000005339,-0.0062311912935844,0.911406604093033,-0.967962687933667,6.09589688687038e-31,-0.1607794647660445,CREBBP,1387.0,CREBBP,0.127434945635994,7.366420258278041e-14,None,None,None
ENSG00000005379,-0.617002980695233,3.00313599964253e-13,-1.67149111276577,1.24126147199005e-59,-0.2164430973305963,TSPOAP1,9256.0,TSPOAP1,0.0,1.0,None,None,None
ENSG00000005381,0.876115978805546,2.70598082766824e-05,-2.38657481383989,1.1919239640611402e-112,-0.3801500411181642,MPO,4353.0,MPO,0.486475953902288,1.6373613804310502e-15,None,None,None
ENSG00000005421,-0.895662168529411,2.8714446070705e-16,1.50557323834261,1.7270196661922602e-21,0.2177526387821863,PON1,5444.0,PON1,0.427039069878939,5.02828649135391e-08,None,None,None
ENSG00000005436,-0.150886611992493,2.95323005845372e-05,-0.585527072055125,2.3324458171452e-19,-0.036577279615197,GCFC2,6936.0,GCFC2,0.0592772100526164,0.0099699031602418,None,None,None
ENSG00000005448,1.19244257444286,1.7056788937813e-54,0.0,1.0,0.0,WDR54,84058.0,WDR54,0.106453811578573,0.0002355762268395,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000005469,-0.619764668774726,2.39973408160011e-38,1.87873757619569,9.3557170204953e-51,0.2459557973453627,CROT,54677.0,CROT,-0.801377474293827,7.981946736511231e-58,TPDE_TMDS_M-pos_R--_P-neg,TMDS,TMDS
ENSG00000005471,1.65238210173781,3.0143290369036604e-31,-1.1576027964933,7.72999367572713e-30,-0.1100013499624802,ABCB4,5244.0,ABCB4,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000005483,0.362702331169824,8.389500715831431e-17,-1.03399243706035,4.83868346735384e-25,-0.1732182507430425,KMT2E,55904.0,KMT2E,0.155426339190043,1.45102168837148e-05,None,None,None
ENSG00000005486,-0.733381238785344,6.70288776403228e-44,-0.851955934016937,2.38236860291844e-18,-0.1386632819183556,RHBDD2,57414.0,RHBDD2,-0.815630664029725,7.35475581145995e-34,TPDS_TMDS_M-neg_R--_P-neg,TMDS,TMDS
ENSG00000005810,0.263353697230418,1.20775865875459e-16,-1.52326708918734,1.22270968100822e-45,-0.1508902460539244,MYCBP2,23077.0,MYCBP2,0.0623327879659584,3.32722048242549e-05,None,None,None
ENSG00000005844,2.38728184252077,2.22265255292827e-86,0.978068039642129,7.22828065156993e-26,0.159334479075184,ITGAL,3683.0,ITGAL,1.1561589466501,1.52101551189053e-53,TPDE_M-pos_R-pos_P-pos,TPDE,TPDE
ENSG00000005882,-1.20995037159372,2.98446842934626e-53,0.979327166962115,4.5925810620154e-50,0.105305105272509,PDK2,5164.0,PDK2,-0.68095276399377,2.35888728722205e-32,MDS_M-pos_R-neg_P-neg,MDS,MDS
ENSG00000005884,1.00729826751827,3.8947151576308005e-20,0.0,1.0,0.0,ITGA3,3675.0,ITGA3,0.214548622107418,6.43935125996217e-08,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000005889,0.17461186850466,0.0004699263439505,0.0,1.0,0.0,ZFX,7543.0,ZFX,0.258700747932399,9.33781153126356e-16,None,None,None
ENSG00000005893,0.140343429813109,0.0044417262901317,-2.01809622839983,5.23707929921714e-74,-0.230069255127169,LAMP2,3920.0,LAMP2,-0.0588993639426958,0.0543578945471842,None,None,None
ENSG00000005961,0.335907516341136,0.0048850721416366,0.0,1.0,0.0,ITGA2B,3674.0,ITGA2B,0.293430155188494,1.37131264276846e-05,None,None,None
ENSG00000006007,-0.306967482262368,7.257188647002e-10,-1.19534865559941,2.82442189952367e-41,-0.0966768638941766,GDE1,51573.0,GDE1,-0.13271445405915,3.2034522218148e-06,None,None,None
ENSG00000006015,-0.0193633003927094,0.81003634118024,-1.96090250079571,3.84816521032141e-101,-0.06429103296754,REX1BD,55049.0,REX1BD,0.181141004434857,0.0043416548023584,None,None,None
ENSG00000006025,0.313529988614513,6.93165468578097e-10,-0.610977079650345,4.4644241626639103e-20,-0.1035715778922175,OSBPL7,114881.0,OSBPL7,0.0979453853529908,3.38605136319783e-05,None,None,None
ENSG00000006062,0.52131344486658,1.23028962811325e-10,-1.6598069241687,1.3623744883434899e-55,-0.2627341433328387,MAP3K14,9020.0,MAP3K14,0.0,1.0,None,None,None
ENSG00000006071,-1.75546847423928,4.8091268685824e-24,-0.830730903682148,8.15603080646628e-34,-0.1337942818810536,ABCC8,6833.0,ABCC8,0.0,1.0,TPDS_TMDE_M-neg_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000006118,1.51623700358715,2.1100908719150398e-36,-0.942352083439518,9.08641699545474e-51,-0.068151192888694,TMEM132A,54972.0,TMEM132A,0.136936274721323,0.0004094502042716,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000006125,-0.420891851858867,1.90657227526295e-30,0.0,1.0,0.0,AP2B1,163.0,AP2B1,-0.319304187353381,5.71534563686501e-63,None,None,None
ENSG00000006128,-3.37369977108996,1.25542610690822e-18,2.94469262939085,1.8789258708447e-61,0.3544944021109389,TAC1,6863.0,TAC1,0.0,1.0,MDS_TMDE_M-pos_R-neg_P--,MDS_TMDE,TMDE
ENSG00000006194,0.492365036219542,2.12482961818953e-65,-0.165318396213931,0.0152339475264285,-0.0292170564107961,ZNF263,10127.0,ZNF263,0.0,1.0,None,None,None
ENSG00000006282,0.291745504687268,1.58631911364523e-07,-0.825122265435888,5.08766815798312e-25,-0.1279744524373209,SPATA20,64847.0,SPATA20,-0.529373544288626,5.2712843495608905e-23,TPDS_TMDS_M-neg_R--_P-neg,TMDS,TMDS
ENSG00000006377,2.51798002385258,3.1105445929166804e-25,1.56980018798808,9.53450435952327e-59,0.2390787210094256,DLX6,1750.0,DLX6,0.0,1.0,TPDE_TMDS_M-pos_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000006432,-1.85328445324134,1.04934434339124e-71,-1.10661944152128,8.29745074737942e-50,-0.0894382298706881,MAP3K9,4293.0,MAP3K9,0.0,1.0,TPDS_TMDE_M--_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000006451,0.440376629110897,1.71717469223097e-18,-0.985443490762179,1.03768150915417e-32,-0.1267217293006274,RALA,5898.0,RALA,-0.0353634507970783,0.20574765854695,None,None,None
ENSG00000006459,0.375369213950108,3.07030696092965e-11,0.464524040754163,6.418115555409761e-15,0.0280428253753658,KDM7A,80853.0,KDM7A,0.0,1.0,None,None,None
ENSG00000006530,0.191285759210891,1.07858691447785e-07,-2.51842706014627,1.1441316269823501e-63,-0.295241849147002,AGK,55750.0,AGK,0.0,1.0,None,None,None
ENSG00000006534,0.0776125444553907,0.443258780663907,-2.26950952550223,6.54670784092597e-68,-0.2980832884786901,ALDH3B1,221.0,ALDH3B1,0.18823441490459,2.15167398402384e-07,None,None,None
ENSG00000006555,-0.370502972976598,0.0015710861658678,1.52865289844369,1.98298690070011e-64,0.2335563629531175,TTC22,55001.0,TTC22,0.0,1.0,None,None,None
ENSG00000006576,0.606895733046082,1.06686006173504e-47,-1.51185191814435,3.9103449211448493e-47,-0.1032929841848042,PHTF2,57157.0,PHTF2,0.0,1.0,None,None,None
ENSG00000006607,-0.471341199022485,3.49629714504665e-35,-2.79711289223436,8.01438955670201e-94,-0.4978497895783664,FARP2,9855.0,FARP2,-0.647691674267037,3.54066180893883e-65,TPDS_TMDS_M-neg_R--_P-neg,TMDS,TMDS
ENSG00000006611,0.153111597710288,0.147374679943087,-1.13906418599588,6.18605618118066e-29,-0.1745836456232571,USH1C,10083.0,USH1C,-1.0465621191418,2.8154076537738904e-47,TPDS_TMDS_M-neg_R--_P-neg,TMDS,TMDS
ENSG00000006625,-0.177146259613978,0.0029651247820922,0.0,1.0,0.0,GGCT,79017.0,GGCT,-0.460545387052556,1.02002591283814e-44,None,None,None
ENSG00000006652,-0.172386071617939,0.0029611222315524,0.0,1.0,0.0,IFRD1,3475.0,IFRD1,0.249622516532465,1.4285369207402502e-09,None,None,None
ENSG00000006695,-0.403674950275033,5.80938967849551e-31,-1.32270510782879,3.0883614890425595e-42,-0.1815245370076369,COX10,1352.0,COX10,-0.0015468388306378,0.98108337362802,None,None,None
ENSG00000006704,-0.605316411208211,3.79282836179525e-23,-1.00971729114541,7.651154628524319e-22,-0.1577077076613949,GTF2IRD1,9569.0,GTF2IRD1,0.0341826633125749,0.413412900333282,None,None,None
ENSG00000006712,-0.296217736963451,5.5249117466904695e-18,-1.15072650666387,8.7683421795401e-48,-0.0964355522843271,PAF1,54623.0,PAF1,0.0136009876543205,0.35588247618551,None,None,None
ENSG00000006715,0.215897824147091,1.74275246640634e-06,-2.10549429159986,1.7952071159835198e-86,-0.1659656651884009,VPS41,27072.0,VPS41,0.134925686204002,1.73500570846061e-13,None,None,None
ENSG00000006740,-0.288840594799459,0.0222826313460284,-1.14690081198079,1.7487893210862198e-22,-0.1601139517791068,ARHGAP44,9912.0,ARHGAP44,-0.16515073771475,9.14997619568998e-08,None,None,None
ENSG00000006744,-0.272224307155724,8.871859265767451e-15,-0.653507210910738,6.73652155804718e-28,-0.0386006242775859,ELAC2,60528.0,ELAC2,-0.274396797795449,7.559970152038209e-28,None,None,None
ENSG00000006747,-2.06390059319108,3.6805531912265e-31,0.275399302808028,0.0002548942233045,0.02985268994599,SCIN,85477.0,SCIN,-0.629766000239721,1.3059364285373599e-18,TPDS_M--_R-neg_P-neg,TPDS,TPDS
ENSG00000006756,-0.75288416501107,6.439398650009919e-30,-1.37286461117967,3.44822542368831e-06,-0.1760648470744837,ARSD,414.0,ARSD,0.0738266775915824,0.0850481949705891,None,None,None
ENSG00000006757,-0.866784015625295,1.1260142022313499e-36,-0.852433096712507,2.9252767601057e-20,-0.0750887151771959,PNPLA4,8228.0,PNPLA4,-0.33045897159295,2.06340864165069e-14,None,None,None
ENSG00000006788,4.62943779561919,2.71001678150853e-28,-0.419783098741347,1.30890524618098e-07,-0.072980350717637,MYH13,8735.0,MYH13,0.0,1.0,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000006831,0.238769762583954,1.0770262120165001e-10,-1.01885120533722,1.43024374633807e-40,-0.072090047597805,ADIPOR2,79602.0,ADIPOR2,0.0,1.0,None,None,None
ENSG00000006837,0.394105740748323,1.1708293228314699e-12,-2.04227239882479,9.14298463668011e-90,-0.1863926936349768,CDKL3,51265.0,CDKL3,0.0,1.0,None,None,None
ENSG00000007001,-3.79648943597401,3.9687727615248e-143,-0.622755831120703,1.23935839693028e-10,-0.0982442864594918,UPP2,151531.0,UPP2,0.0,1.0,TPDS_TMDE_M--_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000007038,2.15423321441376,9.487269455365231e-15,-1.19887957184129,1.17773986709462e-36,-0.1356063730302847,PRSS21,10942.0,PRSS21,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
