"Metabolite","Log2FC_ TvN_Young","p.val_ TvN_Young","p.adj_ TvN_Young","Log2FC_ TvN_Old","p.val_ TvN_Old","p.adj_ TvN_Old","Log2FC_Young-Old","SUPER PATHWAY","SUB PATHWAY"
"homoserine",-0.0761308746587096,1,1,0.852285859732711,0.000249644355833603,0.00044795996560796,0.928416734391421,"Amino acid","Glycine, serine and threonine metabolism"
"homostachydrine*",0.192733248195988,0.789853469869126,0.97852105341467,0.594410518065106,0.000272648042752539,0.00048470763156007,0.401677269869118,"Xenobiotics","Food component/Plant"
"hydantoin-5-propionic acid",0,NA,NA,0,NA,NA,0,"Amino acid","Histidine metabolism"
"hydrochlorothiazide",0,NA,NA,0,NA,NA,0,"Xenobiotics","Drug"
"hypotaurine",0.334336215102965,0.382284382284382,0.603276175878915,0.830481976638008,0.0149475925174756,0.0214708560849525,0.496145761535043,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"hypoxanthine",-1.11303313569361,0.00466200466200466,0.0288743514549966,-0.818764486259843,3.39963923395103e-19,2.96695787690272e-18,0.294268649433767,"Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing"
"imidazole propionate",-0.584338849954163,0.223364530451847,0.426019766689616,-0.183214627256697,0.0135116896003169,0.0195055970169988,0.401124222697466,"Amino acid","Histidine metabolism"
"indoleacetate",-1.56504552463317,0.000621600621600622,0.0137708445400753,-2.32998094299836,3.56027651164074e-21,4.36323249086184e-20,-0.764935418365195,"Amino acid","Tryptophan metabolism"
"indolelactate",0.787873912078546,0.127527313357845,0.285548671860459,-0.351227512126731,0.259744377654025,0.309117275885782,-1.13910142420528,"Amino acid","Tryptophan metabolism"
"inosine",-0.269807895847534,0.278632478632479,0.49842331581462,0.363849103518314,4.59125322273382e-08,1.20207357104304e-07,0.633656999365848,"Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing"
"inositol 1-phosphate (I1P)",-1.51368242629727,0.00699300699300699,0.0374483944169425,-1.4203372197548,8.88766889631144e-17,5.38873398344778e-16,0.0933452065424654,"Lipid","Inositol metabolism"
"Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate",1.62589988104785,0.165199926439324,0.344765063873372,0.987265502767667,4.67577332731405e-08,1.2186630934538e-07,-0.638634378280188,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"Isobar: ribulose 5-phosphate, xylulose 5-phosphate",0.372582634904539,0.278632478632479,0.49842331581462,1.07444507542159,3.42227679689946e-12,1.3980364787334e-11,0.701862440517054,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"isobutyrylcarnitine",-1.88018111736714,0.00186480186480186,0.0231407936014043,-0.365069164083181,3.12155138580279e-09,9.61504597979897e-09,1.51511195328396,"Amino acid","Valine, leucine and isoleucine metabolism"
"isoleucine",-1.1545042553996,0.00466200466200466,0.0288743514549966,-0.887509022994705,5.37171983235976e-16,3.12536426610023e-15,0.266995232404899,"Amino acid","Valine, leucine and isoleucine metabolism"
"isoleucylalanine",-0.937342826284696,0.194871794871795,0.375405196809879,0.98221786993445,0.015317026744779,0.021946784589534,1.91956069621915,"Peptide","Dipeptide"
"isoleucylarginine",-1.92098921935612,0.0177903286236668,0.0721635865298033,0.329159155628519,0.137166411854455,0.171383629562182,2.25014837498464,"Peptide","Dipeptide"
"isoleucylglutamate",-1.74049606580658,0.0308276094320917,0.107616382017484,0.424208299315422,0.453662178515801,0.514388611860436,2.164704365122,"Peptide","Dipeptide"
"isoleucylglycine",-1.52290610792497,0.0147630147630148,0.0616195398804094,-0.260497417380959,0.00106053413568228,0.00177063090479129,1.26240869054401,"Peptide","Dipeptide"
"isoleucylhistidine",-2.07364502011236,0.0933375471780229,0.232737779976369,-0.449539902597236,0.0335016748696684,0.0461649873802129,1.62410511751513,"Peptide","Dipeptide"
"isoleucylisoleucine",-1.50774342487073,0.371677446913074,0.603276175878915,1.39776270042362,0.0364024094857448,0.0498047217667198,2.90550612529435,"Peptide","Dipeptide"
"isoleucylmethionine",-1.31783515136103,0.220234758570738,0.421445916733372,1.85935324280899,0.000888224902964088,0.00150475748266857,3.17718839417001,"Peptide","Dipeptide"
"isoleucylphenylalanine",-1.62459474792374,0.0667792049996953,0.180586019154105,1.56552275303509,0.220451772815216,0.266765170465472,3.19011750095883,"Peptide","Dipeptide"
"isoleucylserine",-1.01277829621969,0.082983682983683,0.209642988590357,1.00069523237312,0.0167466240386726,0.0238174208550011,2.01347352859281,"Peptide","Dipeptide"
"isoleucyltryptophan",-0.985352927991609,0.613698769302375,0.847699019468029,1.41331413767661,0.0501967869479718,0.0675545543972705,2.39866706566822,"Peptide","Dipeptide"
"isoleucyltyrosine",-0.581268543373487,1,1,2.13202052017031,2.20919102253169e-05,4.48061277809243e-05,2.71328906354379,"Peptide","Dipeptide"
"isoleucylvaline",-1.60029997390065,0.0498834498834499,0.152025752025752,0.759862587138577,0.76052743212702,0.802314653672461,2.36016256103923,"Peptide","Dipeptide"
"isovalerylcarnitine",-2.7742011853754,0.000621600621600622,0.0137708445400753,-1.72434200913411,7.51626448984634e-19,6.18481192307356e-18,1.0498591762413,"Amino acid","Valine, leucine and isoleucine metabolism"
"kynurenine",2.01433150128297,0.13038073038073,0.285548671860459,3.02196352270657,1.78014351843109e-23,3.01577254887149e-22,1.0076320214236,"Amino acid","Tryptophan metabolism"
"L-urobilin",-1.54453913270732,0.836045800136713,1,-1.82776500201534,2.15596919818317e-05,4.38812105354595e-05,-0.283225869308025,"Cofactors and vitamins","Hemoglobin and porphyrin metabolism"
"lactate",-0.0581644064904411,0.878477078477078,1,0.554561959116935,6.02396148718504e-06,1.28988915115932e-05,0.612726365607376,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"laurate (12:0)",0.359739381143818,0.0206682206682207,0.0793659673659674,-0.363901234536125,4.54593356203412e-06,9.91840049898354e-06,-0.723640615679943,"Lipid","Medium chain fatty acid"
"laurylcarnitine",1.98611345807872,0.00146006191624224,0.020512089359891,1.43019140110042,3.54881180858941e-12,1.43951802939965e-11,-0.555922056978308,"Lipid","Carnitine metabolism"
"leucine",-1.27706770262657,0.000310800310800311,0.0137708445400753,-0.766362255335676,1.48820183287268e-14,7.26444284520903e-14,0.510705447290893,"Amino acid","Valine, leucine and isoleucine metabolism"
"leucylalanine",-0.490947040959876,0.645376845376845,0.86050246050246,1.43617198482371,2.03814999655366e-07,5.10423651310831e-07,1.92711902578359,"Peptide","Dipeptide"
"leucylarginine",-1.50785041842489,0.187959068257727,0.374617381717823,0.941857311044002,0.0117772380228344,0.0171683310083161,2.44970772946889,"Peptide","Dipeptide"
"leucylasparagine",-0.62456249766577,0.720901320901321,0.922753690753691,1.12611947848718,0.000942429204724617,0.00159190387660229,1.75068197615295,"Peptide","Dipeptide"
"leucylglutamate",-0.541292959650881,0.493562789703389,0.736028267501501,1.56755027795172,1.2926260748318e-06,3.03899028205353e-06,2.1088432376026,"Peptide","Dipeptide"
"leucylglycine",-0.266636578807056,0.645376845376845,0.86050246050246,1.36787272724862,5.04286141752606e-05,9.7146761755686e-05,1.63450930605568,"Peptide","Dipeptide"
"leucylhistidine",-2.02686023428444,0.862186694400762,1,1.63310510446361,2.32443482775583e-10,7.87573212227856e-10,3.65996533874805,"Peptide","Dipeptide"
"leucylleucine",-0.148476142780215,0.878477078477078,1,2.04507296054903,1.06858699456981e-08,3.04705994491194e-08,2.19354910332924,"Peptide","Dipeptide"
"leucylmethionine",-2.1305651853491,0.0379594723413106,0.124231000389744,0.169652761064335,0.00230954863503445,0.00368504158941785,2.30021794641344,"Peptide","Dipeptide"
"leucylphenylalanine",-0.706373958221706,0.862186694400762,1,1.47914955383694,0.0120783950070899,0.0175243212193546,2.18552351205865,"Peptide","Dipeptide"
"leucylserine",-0.669770091616622,1,1,2.43605252770567,1.52509864410914e-09,4.82668581871902e-09,3.1058226193223,"Peptide","Dipeptide"
"leucyltryptophan",-0.971303181268849,0.451913458279073,0.686813065880596,0.299847652786984,0.290156767632654,0.34318336377086,1.27115083405583,"Peptide","Dipeptide"
"leucyltyrosine",-2.1826754814559,1,1,1.41228094933403,0.0336858240477622,0.0463079585954917,3.59495643078993,"Peptide","Dipeptide"
"lidocaine",-0.250926054059087,0.959129759129759,1,0.553328145172169,0.771838425095992,0.811275424918415,0.804254199231256,"Xenobiotics","Drug"
"linoleate (18:2n6)",0.0594106246505136,0.878477078477078,1,0.491198223365907,1.08074921939387e-07,2.77906942129852e-07,0.431787598715394,"Lipid","Essential fatty acid"
"linolenate [alpha or gamma; (18:3n3 or 6)]",0.749212878718605,0.382284382284382,0.603276175878915,0.770379198932174,8.30985051546152e-07,1.98608875390284e-06,0.0211663202135687,"Lipid","Essential fatty acid"
"lipitor",0,NA,NA,0,NA,NA,0,"Xenobiotics","Drug"
"lysine",-0.944200686198156,0.00466200466200466,0.0288743514549966,-0.625671820453673,3.06583574076929e-09,9.49420100367265e-09,0.318528865744482,"Amino acid","Lysine metabolism"
"lysylleucine",-1.16677955209967,0.104895104895105,0.248640248640249,1.36273880210958,9.29272660980039e-05,0.000175495427122788,2.52951835420925,"Peptide","Dipeptide"
"lysyllysine",-0.781465728004165,0.103307970131365,0.248640248640249,0.267891208827075,0.00818976739181887,0.0121267506881431,1.04935693683124,"",""
"lysylmethionine",-1.15369274933914,0.36542155791502,0.603276175878915,0.384799329416847,0.163502555733696,0.202097579619332,1.53849207875599,"Peptide","Dipeptide"
"lysyltyrosine",0.649199536977285,0.359363517069886,0.599980828499289,2.2222838909931,3.36834066581759e-15,1.76378565773721e-14,1.57308435401581,"Peptide","Dipeptide"
"malate",-1.74641933544676,0.00108780108780109,0.0174048174048174,-0.984531117052783,7.51955585997418e-14,3.43751125027391e-13,0.761888218393975,"Energy","Krebs cycle"
"malonylcarnitine",-1.8047532293058,0.00525002907542027,0.0305456237115361,-1.56469959743317,8.66551275025128e-24,1.7211501186706e-22,0.240053631872632,"Lipid","Fatty acid synthesis"
"maltohexaose",0.706926453203339,0.0127769927806436,0.0573377295057244,0.682342617726219,5.16189003139697e-09,1.55667469009668e-08,-0.0245838354771192,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"maltopentaose",2.21192638484244,0.0128412623372195,0.0573377295057244,2.00754539591454,1.77097855147037e-11,6.53899772850598e-11,-0.204380988927906,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"maltose",3.43737168895047,0.000621600621600622,0.0137708445400753,4.0113330841658,7.95878254352398e-27,5.73032343133727e-25,0.573961395215331,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"maltotetraose",4.04714796847895,0.00193259308543999,0.0231911170252798,3.30024013671266,3.28982954518975e-22,4.85882517443409e-21,-0.746907831766289,"Carbohydrate","Oligosaccharide"
"maltotriose",4.83111214129536,0.00100579901429894,0.0174048174048174,4.28038165950341,3.25066386946672e-26,1.17023899300802e-24,-0.550730481791949,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"mannitol",-1.70516071648075,0.441802641802642,0.673223073223073,-1.93785565441088,0.0118032275682173,0.0171683310083161,-0.232694937930136,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"mannose",-0.863781397204496,0.0498834498834499,0.152025752025752,1.03584203347559,0.000413406438361696,0.000721582146958596,1.89962343068008,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"mannose-6-phosphate",1.41343228636454,0.0739906272078213,0.196399084201406,3.01171975117727,7.31626790237374e-23,1.1706028643798e-21,1.59828746481273,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"margarate (17:0)",0.19754831223787,0.234498834498834,0.438543274906911,0.197311653087237,0.0075771745647061,0.0113223072735374,-0.000236659150633006,"Lipid","Long chain fatty acid"
"metformin",0,NA,NA,-0.0644283526510448,0.176400573307942,0.216645480224679,-0.0644283526510448,"Xenobiotics","Drug"
"methionine",-1.47797866719665,0.000621600621600622,0.0137708445400753,-1.03639856059944,4.63105699659094e-17,2.9638764778182e-16,0.441580106597208,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"methionylalanine",-1.22696953843275,0.589744362208388,0.820554839177611,3.16749249485705,1.80875570908976e-06,4.15077007344902e-06,4.3944620332898,"Peptide","Dipeptide"
"methionylasparagine",-0.575758243351399,0.945001830339073,1,0.95689170030169,0.0066178731597717,0.0101380184575226,1.53264994365309,"Peptide","Dipeptide"
"methionylaspartate",-0.91685375820449,0.305004520647559,0.537255669397535,0.859141072817626,0.289596161962392,0.34318336377086,1.77599483102211,"",""
"methionylglutamate",-0.134460061066369,1,1,0.8659089678129,0.0204877756274164,0.0288531999056035,1.00036902887927,"Peptide","Dipeptide"
"methionylglycine",-1.12805118227638,0.953857153061604,1,1.47004495712741,4.91179039824923e-06,1.06761934694021e-05,2.5980961394038,"Peptide","Dipeptide"
"methionylleucine",-0.754716797756724,0.700128127015315,0.920716441006441,2.06431511514116,0.000252834568657458,0.000452275501697814,2.81903191289788,"Peptide","Dipeptide"
"methionylphenylalanine",0.790234907789856,0.621768741264933,0.84867013025735,0.314464191437856,0.928169057716927,0.951290706841548,-0.475770716352,"Peptide","Dipeptide"
"methyl-alpha-glucopyranoside",0.739866474187252,0.160528360528361,0.336233947870311,2.01055577779445,1.9952987272815e-21,2.49846101503074e-20,1.2706893036072,"Xenobiotics","Chemical"
"methylglutaroylcarnitine",-2.84124300397222,0.0229215547738114,0.0857325685046453,-0.991788840953926,1.55281447429226e-14,7.51614401001967e-14,1.8494541630183,"Amino acid","Valine, leucine and isoleucine metabolism"
"methylphosphate",-1.44564805889127,0.00108780108780109,0.0174048174048174,-0.610550184377305,2.21593447349201e-06,5.00540492835841e-06,0.835097874513961,"Nucleotide","Purine and pyrimidine metabolism"
"metoprolol",0,NA,NA,-0.536532976584043,0.570907645145124,0.623990139665259,-0.536532976584043,"Xenobiotics","Drug"
"metoprolol acid metabolite*",0,NA,NA,-2.11257552677916,0.0737402022547827,0.0969234184002738,-2.11257552677916,"Xenobiotics","Drug"
"myo-inositol",-1.9343503992022,0.00466200466200466,0.0288743514549966,-1.60412666423865,2.22286771779556e-17,1.54261663307258e-16,0.330223734963551,"Lipid","Inositol metabolism"
"myristate (14:0)",0.110609529305771,0.573737373737374,0.806031042128603,-0.0944916706708745,0.085868510067981,0.111146655728443,-0.205101199976645,"Lipid","Long chain fatty acid"
"myristoleate (14:1n5)",-0.561448428416134,0.160528360528361,0.336233947870311,-0.492445527317684,2.07630321026668e-08,5.69500309101719e-08,0.0690029010984499,"Lipid","Long chain fatty acid"
"myristoylcarnitine",1.16598046755863,0.429536845063436,0.661336915422188,0.721811223180598,4.25645585834539e-05,8.31091042171845e-05,-0.444169244378036,"Lipid","Carnitine metabolism"
"N-6-trimethyllysine",-0.509827729283872,0.082983682983683,0.209642988590357,-0.63261769395321,4.46968934218388e-07,1.10023122269142e-06,-0.122789964669338,"Amino acid","Lysine metabolism"
"N-acetyl-aspartyl-glutamate (NAAG)",-2.48722000225892,0.00361948715408272,0.0285892111543914,-2.84227292460683,1.36110590032672e-29,7.83996998588193e-27,-0.355052922347918,"Amino acid","Glutamate metabolism"
"N-acetylalanine",-1.0704604905734,0.0104118104118104,0.0479776223776224,-1.24719444412845,4.53308802600297e-21,5.22211740595543e-20,-0.176733953555053,"Amino acid","Alanine and aspartate metabolism"
"N-acetylarginine",1.37168527003341,0.325270979974212,0.556018099547511,2.1706813177088,3.46646259940009e-05,6.83795362073442e-05,0.798996047675398,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"N-acetylasparagine",0.080011122325181,0.798445998445998,0.97852105341467,1.17397912310238,0.000491002496441549,0.000849301615466464,1.0939680007772,"Amino acid","Alanine and aspartate metabolism"
"N-acetylaspartate (NAA)",-3.26484697997906,0.000310800310800311,0.0137708445400753,-3.72682699347566,4.17141165346295e-28,6.00683278098664e-26,-0.461980013496594,"Amino acid","Alanine and aspartate metabolism"
"N-acetylglucosamine",0.535997670904327,0.263010571926857,0.48555797894189,-0.58956508535783,0.0491228147278042,0.0662640311082324,-1.12556275626216,"Carbohydrate","Aminosugars metabolism"
"N-acetylglucosamine 6-phosphate",-0.0792741013214412,0.720901320901321,0.922753690753691,0.927517512691164,3.80379602317707e-11,1.35246080824074e-10,1.0067916140126,"Carbohydrate","Aminosugars metabolism"
"N-acetylglutamine",1.49005731887919,0.0498834498834499,0.152025752025752,2.74211772424926,4.80801947003245e-18,3.79372495169684e-17,1.25206040537007,"Amino acid","Glutamate metabolism"
"N-acetylglycine",-0.142629831567576,0.505361305361305,0.736931928830663,0.134889454488611,0.56593965403377,0.621266515878858,0.277519286056188,"Amino acid","Glycine, serine and threonine metabolism"
"N-acetylisoleucine",0.146668230343596,0.77233744129278,0.975584136369828,0.264138765865373,0.0983405204444297,0.12587586616887,0.117470535521778,"Amino acid","Valine, leucine and isoleucine metabolism"
"N-acetylleucine",-0.190334295834178,0.672143970444527,0.894122233201034,0.974663065324998,7.26143970683336e-05,0.000138496333481325,1.16499736115918,"Amino acid","Valine, leucine and isoleucine metabolism"
"N-acetylmethionine",-0.362986084111851,0.065882764188726,0.179002227229746,1.361670750544,2.54360768957081e-16,1.52616461374248e-15,1.72465683465585,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"N-acetylneuraminate",1.06347364690195,0.00699300699300699,0.0374483944169425,1.33492762176333,3.93772110120989e-21,4.62883133529979e-20,0.27145397486138,"Carbohydrate","Aminosugars metabolism"
"N-acetylornithine",0.106167431505282,0.328205128205128,0.556018099547511,0.20046894917547,0.795490660424403,0.831583703093386,0.0943015176701884,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"N-acetylphenylalanine",-0.584004952835058,0.406552852098087,0.633095046141813,-0.423150316634947,5.52241982812863e-05,0.000105678200033292,0.160854636200112,"Amino acid","Phenylalanine & tyrosine metabolism"
"N-acetylserine",-1.22424837766038,0.00699300699300699,0.0374483944169425,-0.948920092102562,2.09489856534833e-14,1.0055513113672e-13,0.275328285557818,"Amino acid","Glycine, serine and threonine metabolism"
"N-acetylthreonine",0.0427089513756326,0.73646832843217,0.940589262033104,0.231711380022738,0.0865618466635789,0.11179287820229,0.189002428647105,"Amino acid","Glycine, serine and threonine metabolism"
"N-acetyltryptophan",0,NA,NA,-3.45669404402356,0.767918335976947,0.808630642637517,-3.45669404402356,"Amino acid","Tryptophan metabolism"
"N-acetyltyrosine",-0.0961163211283858,1,1,0.0570522652779498,0.288784048415892,0.3429682719331,0.153168586406336,"Amino acid","Phenylalanine & tyrosine metabolism"
"N-acetylvaline",-0.629179950587637,0.48837084853161,0.736028267501501,-0.153942214842202,0.068994652409435,0.0913584362938725,0.475237735745435,"Amino acid","Valine, leucine and isoleucine metabolism"
"N-methylglutamate",-3.2060458317396,0.00505122393260325,0.0296888263793824,-1.51060732205585,1.17351288686002e-05,2.43422122200709e-05,1.69543850968376,"Amino acid","Glutamate metabolism"
"N1-Methyl-2-pyridone-5-carboxamide",0.0245955608616428,0.959129759129759,1,-0.499281892937061,1.09204809209049e-07,2.79564311575166e-07,-0.523877453798704,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"N1-methyladenosine",-1.43745886139365,0.0100266559492815,0.0479776223776224,-1.79876064785775,1.7350944057893e-24,4.34527990319407e-23,-0.361301786464099,"Nucleotide","Purine metabolism, adenine containing"
"N1-methylguanosine",-2.52949564413216,0.00114874154555318,0.0178831116280712,-2.53175757563999,3.16693206339964e-25,8.68644223103901e-24,-0.00226193150783294,"Nucleotide","Purine metabolism, guanine containing"
"N2-acetyllysine",-0.150545979338737,0.382284382284382,0.603276175878915,1.15855159634391,0.878883102518801,0.912138138830323,1.30909757568265,"Amino acid","Lysine metabolism"
"N2-methylguanosine",-2.85038245437753,0.00122004741033432,0.0184933502198044,-2.13684248283215,5.86857384256334e-24,1.25196241974685e-22,0.71353997154538,"Nucleotide","Purine metabolism, guanine containing"
"N2,N2-dimethylguanosine",-1.94875834541945,0.00211752347701703,0.0243938704552362,-2.37359613800988,3.0530406855773e-28,5.86183811630841e-26,-0.424837792590434,"Nucleotide","Purine metabolism, guanine containing"
"N6-acetyllysine",-1.92244094478524,0.00466200466200466,0.0288743514549966,-2.25963600723282,6.61933556188318e-24,1.36169188701597e-22,-0.337195062447575,"Amino acid","Lysine metabolism"
"N6-carbamoylthreonyladenosine",-0.577778309183197,0.286563559299876,0.509446327644223,-1.38154216935277,4.11409195027313e-24,9.11429601291279e-23,-0.803763860169573,"Nucleotide","Purine metabolism, guanine containing"
"naproxen",0,NA,NA,0,NA,NA,0,"Xenobiotics","Drug"
"nervonate (24:1n9)",1.47569870090962,0.629301099405578,0.856920645999085,1.81057950199762,4.37908470074911e-12,1.76388306827377e-11,0.334880801088003,"Lipid","Long chain fatty acid"
"nicotinamide",-0.82284353038796,0.0498834498834499,0.152025752025752,-0.196852140179108,0.0212531959758947,0.0298581484929642,0.625991390208852,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"nicotinamide adenine dinucleotide (NAD+)",-2.45986002177369,0.0100266559492815,0.0479776223776224,-0.807286741011851,6.61197845962147e-07,1.59351447395061e-06,1.65257328076184,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"nicotinamide adenine dinucleotide reduced (NADH)",-1.07435549233153,0.0702701306056765,0.1887713886733,0.481072790432109,0.641681194084947,0.692150501484886,1.55542828276364,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"nicotinamide ribonucleotide (NMN)",-2.00228794582051,0.127527313357845,0.285548671860459,-0.640930610197189,0.0172664885145768,0.024436111509573,1.36135733562333,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"nicotinamide riboside*",-1.71634793985304,0.00238066871807138,0.0246478159521638,0.500182851879266,0.326096019928987,0.380225318783596,2.2165307917323,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"nicotinate",-0.112156438316146,1,1,0.196670506911453,0.0806830565247971,0.105143530674849,0.3088269452276,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"nicotinate adenine dinucleotide (NAAD+)",0,NA,NA,0,NA,NA,0,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"octanoylcarnitine",0.978497744195126,0.187959068257727,0.374617381717823,1.22481880205613,1.04313427123039e-08,2.9892802996453e-08,0.246321057861006,"Lipid","Carnitine metabolism"
"oleate (18:1n9)",-0.151812954264731,0.441802641802642,0.673223073223073,0.673906432959254,3.46829855444625e-06,7.71328172726271e-06,0.825719387223984,"Lipid","Long chain fatty acid"
"oleoylcarnitine",2.52078754802079,0.023845234869951,0.0869294638296949,0.671591211414328,1.42513336474425e-06,3.33689763452311e-06,-1.84919633660646,"Lipid","Carnitine metabolism"
"ophthalmate",0.811319928763756,0.0764479298304189,0.201068527773157,0.589508268229801,5.29155310942606e-05,0.00010159781970098,-0.221811660533956,"Amino acid","Glutathione metabolism"
"ornithine",0.298684429382579,0.328205128205128,0.556018099547511,0.155682569932613,0.434723747934946,0.495843324377285,-0.143001859449967,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"p-acetamidophenylglucuronide",0,NA,NA,-1.07106584017302,0.0914092216700857,0.117264391273874,-1.07106584017302,"Xenobiotics","Drug"
"p-cresol sulfate",0.217006403320622,0.505361305361305,0.736931928830663,-0.841604758892463,0.000132728287550956,0.000247415836988191,-1.05861116221308,"Amino acid","Phenylalanine & tyrosine metabolism"
"palmitate (16:0)",0.244011736371834,0.328205128205128,0.556018099547511,0.204052046554025,0.00103853860370938,0.00173894835969943,-0.0399596898178087,"Lipid","Long chain fatty acid"
"palmitoleate (16:1n7)",0.371447906550141,0.382284382284382,0.603276175878915,0.547966294303336,1.46920735206209e-07,3.69547351435704e-07,0.176518387753195,"Lipid","Long chain fatty acid"
"palmitoyl sphingomyelin",-0.457887021307277,0.13038073038073,0.285548671860459,-0.201607905954904,0.101480675161469,0.129607248099792,0.256279115352374,"Lipid","Sphingolipid"
"palmitoylcarnitine",1.46743959014051,0.13038073038073,0.285548671860459,0.33836044728288,0.000451992508641844,0.000784179774029224,-1.12907914285763,"Lipid","Carnitine metabolism"
"pantothenate",-2.25019348600976,0.000621600621600622,0.0137708445400753,-2.22663455459263,9.25140858241747e-26,3.13459490792498e-24,0.0235589314171252,"Cofactors and vitamins","Pantothenate and CoA metabolism"
"paroxetine",0,NA,NA,0.00277628549638734,0.322841088056666,0.377193644463772,0.00277628549638734,"Xenobiotics","Drug"
"pelargonate (9:0)",0.152252144321678,0.278632478632479,0.49842331581462,-0.189976509729413,1.24973665246986e-05,2.58010147606681e-05,-0.342228654051091,"Lipid","Medium chain fatty acid"
"penicillin G",0,NA,NA,0.0562497567435952,0.98628340888143,1,0.0562497567435952,"Xenobiotics","Drug"
"pentadecanoate (15:0)",0.236162711181287,0.959129759129759,1,0.36856880877415,2.71951927320899e-05,5.42021834383521e-05,0.132406097592863,"Lipid","Long chain fatty acid"
"phenol red",-0.662749706185544,1,1,-0.759865388466878,0.682379490900382,0.727871456960408,-0.0971156822813336,"Xenobiotics","Chemical"
"phenol sulfate",0.11466306573729,0.573737373737374,0.806031042128603,-0.96877105704902,2.43404314576902e-05,4.90212885301732e-05,-1.08343412278631,"Amino acid","Phenylalanine & tyrosine metabolism"
"phenylacetylglutamine",-1.16345947344288,0.0104118104118104,0.0479776223776224,-3.34901793066374,2.13532952876691e-26,9.60520532391391e-25,-2.18555845722085,"Amino acid","Phenylalanine & tyrosine metabolism"
"phenylalanine",-1.35737169715484,0.000621600621600622,0.0137708445400753,-0.764519196520817,5.46267795402465e-15,2.7845154880692e-14,0.59285250063402,"Amino acid","Phenylalanine & tyrosine metabolism"
"phenylalanylalanine",1.42045466203962,0.023845234869951,0.0869294638296949,3.21446834912433,2.41891225029314e-24,5.80538940070353e-23,1.79401368708471,"Peptide","Dipeptide"
"phenylalanylarginine",-3.57909800360166,0.589744362208388,0.820554839177611,1.33734682706976,0.855159952523198,0.889119373020509,4.91644483067142,"Peptide","Dipeptide"
"phenylalanylaspartate",0.289008979322813,0.48837084853161,0.736028267501501,2.0988461834082,1.93617478760707e-15,1.0502903230454e-14,1.80983720408539,"Peptide","Dipeptide"
"phenylalanylglutamate",0.281809705234478,0.752537727499457,0.95266314514217,1.79044042408249,1.08698299854079e-13,4.92993863905113e-13,1.50863071884801,"Peptide","Dipeptide"
"phenylalanylglycine",0.686852645744858,0.122175782393927,0.280371516569329,1.59325193106842,8.25504194818478e-11,2.88176009827542e-10,0.906399285323561,"Peptide","Dipeptide"
"phenylalanylleucine",0.495331044687685,0.711154169729434,0.922753690753691,2.31803899421995,2.20227644124792e-12,9.06079450113431e-12,1.82270794953227,"Peptide","Dipeptide"
"phenylalanylmethionine",0.91711203576906,0.129923827647797,0.285548671860459,1.46149099454239,8.18289711924558e-06,1.72650137021445e-05,0.544378958773332,"Peptide","Dipeptide"
"phenylalanylphenylalanine",1.0818038680723,0.082077297728314,0.209642988590357,1.76591049831771,1.02798148357534e-08,2.96058667269697e-08,0.684106630245418,"Peptide","Dipeptide"
"phenylalanylproline",0.234671667789874,1,1,1.38902301729375,4.329456975033e-10,1.44148394082023e-09,1.15435134950387,"Peptide","Dipeptide"
"phenylalanylserine",0.792716035947479,0.0568537936122417,0.167080536329853,2.50601416554266,1.73999065088531e-21,2.22718803313319e-20,1.71329812959518,"Peptide","Dipeptide"
"phenylalanyltryptophan",-0.801869677741539,0.334151659119493,0.562781741674936,0.655003814192721,0.471566656802198,0.532592930035424,1.45687349193426,"Peptide","Dipeptide"
