Comparison	Regulation_Grouping_2	Pathway	 fGSEA NES	 fGSEA padj	 fGSEA pval 	 fGSEA size
old-young	MDS&TMDE	Steroid Metabolism	-1.3111848221076654	0.7739644970414201	0.04792899408284024	1
old-young	MDS&TMDE	Alanine and Aspartate Metabolism	-1.1664624355615654	0.7739644970414201	0.2579881656804734	1
old-young	MDS&TMDE	Cysteine Metabolism	-1.1664624355615654	0.7739644970414201	0.2579881656804734	1
old-young	MDS&TMDE	Glycine, Serine and Threonine Metabolism	-1.1664624355615654	0.7739644970414201	0.2579881656804734	1
old-young	MDS&TMDE	Tyrosine metabolism	-0.9086380451416404	0.9170414201183432	0.6421928536465982	2
old-young	MDS&TMDE	Glycerophospholipid Metabolism	-0.8885954533930535	0.9170414201183432	0.6686390532544378	1
old-young	MDS&TMDE	Ketone Bodies Metabolism	-0.7609499923869385	0.9170414201183432	0.8409202153695545	2
old-young	MDS&TMDE	Histidine Metabolism	-0.7496619623087976	0.9170414201183432	0.8733727810650888	1
old-young	MDS&TMDE	ROS Detoxification	-0.7496619623087976	0.9170414201183432	0.8733727810650888	1
old-young	MDS&TMDE	Ethanol Metabolism	-0.7496619623087976	0.9170414201183432	0.8733727810650888	1
old-young	MDS&TMDE	Xenobiotics Metabolism	-0.7496619623087976	0.9170414201183432	0.8733727810650888	1
old-young	MDS&TMDE	Retinol Metabolism	0.7063275001951885	0.9440290967872298	0.9440290967872298	1
old-young	MDS&TMDE	Purine Metabolism	0.8043484594059495	0.9170414201183432	0.7892503536067893	1
old-young	MDS&TMDE	Chondroitin and Heparan sulfate biosynthesis	0.821196213790034	0.9170414201183432	0.6912561258705184	2
old-young	MDS&TMDE	Glycolysis and Gluconeogenesis	1.0234541329358855	0.9034332004629034	0.4732269145281875	1
old-young	MDS&TMDE	Transport, Extracellular	1.0395377120590592	0.8568996646891928	0.38806869539017774	3
old-young	MDS&TMDE	Phenylalanine metabolism	1.0436129959817642	0.8568996646891928	0.4080474593758061	2
old-young	MDS&TMDE	Phosphoinositide Signalling	1.1012943064267835	0.8568996646891928	0.35865831481107296	1
old-young	MDS&TMDE	Glycogen Synthesis	1.1647196329749232	0.7739644970414201	0.2578298646191149	1
old-young	MDS&TMDE	Fatty Acid Biosynthesis	1.193549326860441	0.7739644970414201	0.2186300262679329	1
old-young	MDS&TMDE	Valine, Leucine and Isoleucine Metabolism	1.280038408516995	0.7739644970414201	0.09112952111537684	1
old-young	MDS	Fatty Acid Biosynthesis	-1.3458113308402402	0.3923310918988152	0.014317402702157691	1
old-young	MDS	Transport, Extracellular	-0.8449633124046476	0.8284600389863549	0.7077100115074798	4
old-young	MDS	Tyrosine metabolism	-0.8281915882093784	0.8284600389863549	0.7713248638838476	1
old-young	MDS	Phenylalanine metabolism	-0.8281915882093784	0.8284600389863549	0.7713248638838476	1
old-young	MDS	Bile Acid Biosynthesis	0.7756087491500179	0.8497358638231266	0.8497358638231266	1
old-young	MDS	Creatine Metabolism	0.8066330991160185	0.8350965704223384	0.8063001369594991	1
old-young	MDS	Glycerophospholipid Metabolism	0.8583403490593531	0.8284600389863549	0.7292115045979258	1
old-young	MDS	Arginine and Proline Metabolism	0.8686817990480199	0.8284600389863549	0.7153198982586578	1
old-young	MDS	Glutamate metabolism	0.8686817990480199	0.8284600389863549	0.7153198982586578	1
old-young	MDS	Folate Metabolism	0.9514133989573552	0.8200333547623705	0.593817256896889	1
old-young	MDS	Glycine, Serine and Threonine Metabolism	1.0238035488780235	0.7001760907845822	0.4828800626100567	1
old-young	MDS	Ethanol Metabolism	1.0651693488326912	0.6777196112493544	0.423987477988652	1
old-young	MDS	Retinol Metabolism	1.0651693488326912	0.6777196112493544	0.423987477988652	1
old-young	MDS	GABA shunt	1.0722442712709201	0.6777196112493544	0.4440231935771632	2
old-young	MDS	Glycolysis and Gluconeogenesis	1.1088164603107278	0.6777196112493544	0.3976360392506689	2
old-young	MDS	Histidine Metabolism	1.1272180487646928	0.6411661123067892	0.33163764429661513	1
old-young	MDS	Lysine Metabolism	1.1272180487646928	0.6411661123067892	0.33163764429661513	1
old-young	MDS	Tryptophan metabolism	1.1272180487646928	0.6411661123067892	0.33163764429661513	1
old-young	MDS	Valine, Leucine and Isoleucine Metabolism	1.1272180487646928	0.6411661123067892	0.33163764429661513	1
old-young	MDS	Glyoxylate and Dicarboxylate Metabolism	1.1996081986853608	0.6411661123067892	0.2285267071023283	1
old-young	MDS	Pyruvate Metabolism	1.1996081986853608	0.6411661123067892	0.2285267071023283	1
old-young	MDS	Fatty Acids Oxidation, peroxisomal	1.2199629988248777	0.6411661123067892	0.2524531668153435	2
old-young	MDS	Fatty Acids Oxidation, mitochondrial	1.2441206819699246	0.6411661123067892	0.22903657448706516	2
old-young	MDS	ROS Detoxification	1.2441206819699246	0.6411661123067892	0.22903657448706516	2
old-young	MDS	Xenobiotics Metabolism	1.2441206819699246	0.6411661123067892	0.22903657448706516	2
old-young	MDS	Phosphoinositide Signalling	1.2719983486060291	0.6411661123067892	0.12698102132655056	1
old-young	MDS	Cysteine Metabolism	1.2926812485833632	0.6411661123067892	0.09391508511054587	1
old-young	MDS	Steroid Metabolism	1.4487505329239772	0.3923310918988152	0.039250669045495096	2
old-young	MDS	Citric Acid Cycle	1.5321389827133534	0.3923310918988152	0.04058597502401537	3
old-young	TPDE&TMDS	Retinol Metabolism	-1.24793758002997	0.9966403162055336	0.13633609371844072	1
old-young	TPDE&TMDS	Transport, Extracellular	-1.1379019953638592	0.9966403162055336	0.3159993619397033	4
old-young	TPDE&TMDS	Cyclic Nucleotides Metabolism	-1.1299331342881642	0.9966403162055336	0.3140800267872091	3
old-young	TPDE&TMDS	Carnitine shuttle	-1.1117762224491226	0.9966403162055336	0.33589173904261765	1
old-young	TPDE&TMDS	Sphingolipid Metabolism	-1.0605595650104551	0.9966403162055336	0.4138557867097556	1
old-young	TPDE&TMDS	Oxidative Phosphorylation	-0.9456343824651526	0.9966403162055336	0.5863461926883458	1
old-young	TPDE&TMDS	Pyrimidine Metabolism	-0.885025265794269	0.9966403162055336	0.6727272727272727	2
old-young	TPDE&TMDS	Purine Metabolism	-0.8419518808210209	0.9966403162055336	0.7366188648757827	1
old-young	TPDE&TMDS	Glycerophospholipid Metabolism	-0.7506759376222599	0.9966403162055336	0.8334170433617948	3
old-young	TPDE&TMDS	Porphyrin and Heme Metabolism	-0.7307742585761086	0.9966403162055336	0.90143405372652	1
old-young	TPDE&TMDS	Cysteine Metabolism	-0.7170332041413442	0.9966403162055336	0.9238537669157746	1
old-young	TPDE&TMDS	Glutamate metabolism	-0.7170332041413442	0.9966403162055336	0.9238537669157746	1
old-young	TPDE&TMDS	Fatty Acids Oxidation, mitochondrial	-0.7095380835405636	0.9966403162055336	0.9349626338113513	1
old-young	TPDE&TMDS	Fructose and Mannose Metabolism	-0.7082888967737669	0.9966403162055336	0.9367804483942638	1
old-young	TPDE&TMDS	Chondroitin and Heparan sulfate biosynthesis	-0.6015228459582367	0.9966403162055336	0.9643424536628421	2
old-young	TPDE&TMDS	Folate Metabolism	0.6694349698909992	0.9966403162055336	0.9966403162055336	1
old-young	TPDE&TMDS	O-Glycan Biosynthesis	0.69066704915993	0.9966403162055336	0.967588932806324	1
old-young	TPDE&TMDS	CoA Biosynthesis	0.6994096700353721	0.9966403162055336	0.9553359683794468	1
old-young	TPDE&TMDS	Ketone Bodies Metabolism	0.721890695143652	0.9966403162055336	0.924703557312253	1
old-young	TPDE&TMDS	Citric Acid Cycle	0.763105907842165	0.9966403162055336	0.8620553359683795	1
old-young	TPDE&TMDS	Phosphoinositide Signalling	0.8355447665243999	0.9966403162055336	0.7482213438735178	1
old-young	TPDE&TMDS	Glycolysis and Gluconeogenesis	0.8399158208850513	0.9966403162055336	0.6440804169769173	3
old-young	TPDE&TMDS	Steroid Metabolism	0.8842536542590064	0.9966403162055336	0.6756916996047431	1
old-young	TPDE&TMDS	Eicosanoid Metabolism	0.8917473292950996	0.9966403162055336	0.666798418972332	1
old-young	TPDE&TMDS	N-Glycan Degradation	0.9591904046199392	0.9966403162055336	0.5660079051383399	1
old-young	TMDE	Nucleotide Metabolism	-1.3600231434033416	0.5533025496888174	0.06262025537869513	2
old-young	TMDE	Pyrimidine Metabolism	-1.3088115057139311	0.5533025496888174	0.04653465346534653	1
old-young	TMDE	ROS Detoxification	-1.2573172825383012	0.5533025496888174	0.12455445544554455	1
old-young	TMDE	Phosphoinositide Signalling	-1.2360034510914963	0.5978712871287128	0.16494665034108802	2
old-young	TMDE	O-Glycan Biosynthesis	-1.2186966151565786	0.5978712871287128	0.183960396039604	1
old-young	TMDE	Glutathione Metabolism	-1.1247969328464131	0.728481244136308	0.308203603288438	2
old-young	TMDE	Steroid Metabolism	-1.0187986988218578	0.7634686024138534	0.469826832254679	2
old-young	TMDE	Carbonic Acid Metabolism	-0.9700523495959318	0.7875342545624162	0.5452160223893651	2
old-young	TMDE	Chondroitin and Heparan sulfate biosynthesis	-0.9268960171613416	0.8424596143824908	0.6156435643564356	1
old-young	TMDE	Cysteine Metabolism	-0.8839841645149831	0.8863168316831684	0.6817821782178218	1
old-young	TMDE	Polyamines Metabolism	-0.7295014949880928	0.9458851485148516	0.9095049504950496	1
old-young	TMDE	Purine Metabolism	-0.71022192869056	0.9458851485148516	0.8987231065244009	2
old-young	TMDE	Glycolysis and Gluconeogenesis	-0.6635179413636801	0.9458851485148516	0.8907226406024675	4
old-young	TMDE	NAD Metabolism	0.6862759452874081	0.9771130295121462	0.9771130295121462	1
old-young	TMDE	Alanine and Aspartate Metabolism	0.7806388877644266	0.9458851485148516	0.8367797630997792	1
old-young	TMDE	Urea Cycle	0.8492664822931675	0.9176967715413812	0.7412166231680386	1
old-young	TMDE	Protein Modification	1.0112375297602385	0.76452758767298	0.4998834227092562	2
old-young	TMDE	Pentose Phosphate Pathway	1.0208354686150196	0.7634686024138534	0.4647661112226461	1
old-young	TMDE	Glycogen Synthesis	1.0337031425891583	0.7634686024138534	0.4529211001806866	1
old-young	TMDE	Porphyrin and Heme Metabolism	1.0508600412213436	0.7634686024138534	0.4326440473800442	1
old-young	TMDE	Purine Biosynthesis	1.1109091864339915	0.7359967877936157	0.33969082513551496	1
old-young	TMDE	Pyrimidine Biosynthesis	1.1366445343822698	0.728481244136308	0.301345111423409	1
old-young	TMDE	Cyclic Nucleotides Metabolism	1.183826005620779	0.6756786901336189	0.233888777353945	1
old-young	TMDE	Triacylglycerol Synthesis	1.256742824807566	0.5533025496888174	0.1276852037743425	1
old-young	TMDE	Amino and Nucleotide Sugar Metabolism	1.2653212741236586	0.5533025496888174	0.11724553302549688	1
old-young	TMDE	Transport, Extracellular	1.273899723439751	0.5533025496888174	0.10279060429632604	1
old-young	MDE&TMDS	Glycerophospholipid Metabolism	-1.6038560026970554	0.6373878299600445	0.051587301587301584	5
old-young	MDE&TMDS	Fatty Acid Biosynthesis	-1.334447275300494	0.13087050501080766	0.0035370406759677726	1
old-young	MDE&TMDS	Fructose and Mannose Metabolism	-1.3027477614810954	0.6373878299600445	0.05168009432108469	1
old-young	MDE&TMDS	Retinol Metabolism	-1.2613698473228387	0.8310160427807486	0.206717123935667	2
old-young	MDE&TMDS	Urea Cycle	-1.2485518184995428	0.7876465579354163	0.12772646885439182	1
old-young	MDE&TMDS	Transport, Mitochondrial	-1.2485518184995428	0.7876465579354163	0.12772646885439182	1
old-young	MDE&TMDS	Transport, Extracellular	-1.144093196901571	0.8310160427807486	0.32004253056884635	3
old-young	MDE&TMDS	Eicosanoid Metabolism	-1.1391373675745216	0.8310160427807486	0.29573590096286106	1
old-young	MDE&TMDS	Biotin Metabolism	-1.0920993793263811	0.8310160427807486	0.3607781489487129	1
old-young	MDE&TMDS	Citric Acid Cycle	-1.0920993793263811	0.8310160427807486	0.3607781489487129	1
old-young	MDE&TMDS	Propanoate Metabolism	-1.0920993793263811	0.8310160427807486	0.3607781489487129	1
old-young	MDE&TMDS	Ketone Bodies Metabolism	-1.0920993793263811	0.8310160427807486	0.3607781489487129	1
old-young	MDE&TMDS	Glycolysis and Gluconeogenesis	-1.066985396382531	0.8387317631827915	0.4307000946073794	2
old-young	MDE&TMDS	Glutamate metabolism	-0.9973287725275812	0.8387317631827915	0.4204878048780488	6
old-young	MDE&TMDS	Cholesterol Metabolism	-0.9448500248104648	0.8644721178814401	0.5828257024955787	1
old-young	MDE&TMDS	Xenobiotics Metabolism	-0.934624375191304	0.8644721178814401	0.5999213990960897	1
old-young	MDE&TMDS	Alanine and Aspartate Metabolism	-0.8542434833533024	0.8644721178814401	0.614330573793891	4
old-young	MDE&TMDS	Polyamines Metabolism	-0.8507740483141848	0.8644721178814401	0.7252898408331696	1
old-young	MDE&TMDS	ROS Detoxification	-0.8282776191520309	0.8644721178814401	0.7596777362939674	1
old-young	MDE&TMDS	Valine, Leucine and Isoleucine Metabolism	-0.8005418240736132	0.8644721178814401	0.7083727530747398	2
old-young	MDE&TMDS	Bile Acid Biosynthesis	-0.7856885380673433	0.8644721178814401	0.7296594134342479	2
old-young	MDE&TMDS	DNA Synthesis	-0.7393144674653312	0.9426830979984842	0.8917272548634309	1
old-young	MDE&TMDS	Arginine and Proline Metabolism	-0.6759154398265338	0.9872273531145608	0.9872273531145608	1
old-young	MDE&TMDS	Phenylalanine metabolism	-0.6759154398265338	0.9872273531145608	0.9872273531145608	1
old-young	MDE&TMDS	Multidrug resistance	0.7678580302285642	0.9092182327476444	0.8354978354978355	2
old-young	MDE&TMDS	Keratan sulfate biosynthesis	0.8158551956684269	0.8644721178814401	0.7710156727050682	1
old-young	MDE&TMDS	Cyclic Nucleotides Metabolism	0.8241775581812353	0.8644721178814401	0.7475961538461539	3
old-young	MDE&TMDS	Glycine, Serine and Threonine Metabolism	0.8306064002887333	0.8644721178814401	0.7397435897435898	3
old-young	MDE&TMDS	Phosphoinositide Signalling	0.8457449518951	0.8644721178814401	0.7213141025641026	3
old-young	MDE&TMDS	Oxidative Phosphorylation	0.8739848783598021	0.8644721178814401	0.6834927742723387	1
old-young	MDE&TMDS	Purine Metabolism	0.9514911219483028	0.8644721178814401	0.570527172806839	1
old-young	MDE&TMDS	Steroid Metabolism	0.9912451029984652	0.8644721178814401	0.5118941421349985	5
old-young	MDE&TMDS	Tyrosine metabolism	1.072277384224699	0.8310160427807486	0.3818181818181817	2
old-young	MDE&TMDS	Amino and Nucleotide Sugar Metabolism	1.0932459621956918	0.8310160427807486	0.3663749236718909	1
old-young	MDE&TMDS	O-Glycan Biosynthesis	1.1707522057841924	0.8310160427807486	0.2495420313454101	1
old-young	MDE&TMDS	Sphingolipid Metabolism	1.2186836985297125	0.8310160427807486	0.17626704661103196	1
old-young	MDE&TMDS	Pyrimidine Metabolism	1.2893069121047005	0.7876465579354163	0.12756410256410255	3
old-young	TPDS&TMDE	Blood Group Biosynthesis	-1.3911100870590996	0.9613985448666128	0.06797642436149312	3
old-young	TPDS&TMDE	Phosphoinositide Signalling	-1.3445247412995145	0.9613985448666128	0.1013752455795678	3
old-young	TPDS&TMDE	beta-Alanine metabolism	-1.1356999354403936	0.9613985448666128	0.29877324891175305	1
old-young	TPDS&TMDE	Urea Cycle	-1.0997447575048465	0.9613985448666128	0.3829076620825148	3
old-young	TPDS&TMDE	ROS Detoxification	-1.0387843651418347	0.9613985448666128	0.4422239810051444	1
old-young	TPDS&TMDE	Bile Acid Biosynthesis	-1.0265523028711427	0.9613985448666128	0.4602295211713494	1
old-young	TPDS&TMDE	Carbonic Acid Metabolism	-0.992678899659996	0.9613985448666128	0.5104867431737238	1
old-young	TPDS&TMDE	Xenobiotics Metabolism	-0.9462543371176964	0.9613985448666128	0.5885385683125124	2
old-young	TPDS&TMDE	GABA shunt	-0.9410124126620604	0.9613985448666128	0.5960737656157049	2
old-young	TPDS&TMDE	Sphingolipid Metabolism	-0.926931213527316	0.9613985448666128	0.6043222003929273	3
old-young	TPDS&TMDE	Chondroitin and Heparan sulfate biosynthesis	-0.8978043261575211	0.9613985448666128	0.6231599607458292	4
old-young	TPDS&TMDE	Fatty Acid Biosynthesis	-0.8916827561740989	0.9613985448666128	0.6621058893515764	2
old-young	TPDS&TMDE	Glutamate metabolism	-0.8787734488009852	0.9613985448666128	0.6634577603143419	3
old-young	TPDS&TMDE	Selenoamino acid metabolism	-0.7405102313103478	0.9613985448666128	0.888405223585279	1
old-young	TPDS&TMDE	Phenylalanine metabolism	-0.7286265076114843	0.9613985448666128	0.8588141978980766	2
old-young	TPDS&TMDE	Valine, Leucine and Isoleucine Metabolism	-0.7066368280992009	0.9613985448666128	0.9408389394538978	1
old-young	TPDS&TMDE	Transport, Extracellular	-0.6001823524586645	0.9613985448666128	0.9352186121139191	9
old-young	TPDS&TMDE	CYP Metabolism	0.5715435823880857	0.9613985448666128	0.9357502517623364	2
old-young	TPDS&TMDE	Alanine and Aspartate Metabolism	0.6924684147364296	0.9613985448666128	0.9613985448666128	1
old-young	TPDS&TMDE	Cysteine Metabolism	0.6924684147364296	0.9613985448666128	0.9613985448666128	1
old-young	TPDS&TMDE	Pyrimidine Metabolism	0.7018769529801311	0.9613985448666128	0.9464430072756668	1
old-young	TPDS&TMDE	Glycine, Serine and Threonine Metabolism	0.7931397739440357	0.9613985448666128	0.8088116410670978	1
old-young	TPDS&TMDE	Ketone Bodies Metabolism	0.802548312187737	0.9613985448666128	0.7972918350848828	1
old-young	TPDS&TMDE	Steroid Metabolism	0.8096429173918778	0.9613985448666128	0.7019639603158534	6
old-young	TPDS&TMDE	Porphyrin and Heme Metabolism	0.8100751427826982	0.9613985448666128	0.7859741309620049	1
old-young	TPDS&TMDE	Creatine Metabolism	0.8166611195532893	0.9613985448666128	0.7791026677445433	1
old-young	TPDS&TMDE	Retinol Metabolism	0.8317147807432117	0.9613985448666128	0.7552546483427648	1
old-young	TPDS&TMDE	Folate Metabolism	0.8684080798936474	0.9613985448666128	0.6990703314470493	1
old-young	TPDS&TMDE	Fatty Acid Metabolism	0.8862843025566802	0.9613985448666128	0.6653193209377526	1
old-young	TPDS&TMDE	Citric Acid Cycle	0.8980791432158409	0.9613985448666128	0.6219462540716613	3
old-young	TPDS&TMDE	Keratan sulfate biosynthesis	0.9314452861264476	0.9613985448666128	0.6020614389652384	1
old-young	TPDS&TMDE	Transport, Lysosomal	0.9568483393844416	0.9613985448666128	0.5654810024252223	1
old-young	TPDS&TMDE	Purine Metabolism	0.9973263966571952	0.9613985448666128	0.5291037260825779	2
old-young	TPDS&TMDE	Glycolysis and Gluconeogenesis	1.0043635302358127	0.9613985448666128	0.4919502751171795	4
old-young	TPDS&TMDE	Histidine Metabolism	1.0142694574640645	0.9613985448666128	0.5	3
